product_id,product_name,category,brand,total_quantity_sold,total_revenue,transaction_count
P0226,Personal Care Item 226,Personal Care,,538,201750.0,185
P0071,Personal Care Item 71,Personal Care,,630,200340.0,227
P0460,Personal Care Item 460,Personal Care,,498,200196.0,178
P0429,Personal Care Item 429,Personal Care,,629,200022.0,193
P0022,Personal Care Item 22,Personal Care,,584,197392.0,195
P0444,Grocery Item 444,Grocery,,609,197316.0,208
P0101,Personal Care Item 101,Personal Care,,560,193200.0,184
P0492,Personal Care Item 492,Personal Care,,594,191268.0,194
P0023,Personal Care Item 23,Personal Care,,489,184842.0,173
P0439,Personal Care Item 439,Personal Care,,525,181125.0,182
P0090,Grocery Item 90,Grocery,,537,176136.0,187
P0474,Personal Care Item 474,Personal Care,,590,174640.0,195
P0026,Grocery Item 26,Grocery,,579,170805.0,183
P0208,Grocery Item 208,Grocery,,654,166116.0,210
P0268,Personal Care Item 268,Personal Care,,651,163401.0,207
P0270,Personal Care Item 270,Personal Care,,594,160974.0,204
P0481,Personal Care Item 481,Personal Care,,570,160170.0,193
P0052,Personal Care Item 52,Personal Care,,602,157122.0,210
P0272,Personal Care Item 272,Personal Care,,537,156267.0,182
P0282,Personal Care Item 282,Personal Care,,590,155760.0,202
P0187,Personal Care Item 187,Personal Care,,628,155744.0,208
P0060,Grocery Item 60,Grocery,,596,151980.0,198
P0192,Grocery Item 192,Grocery,,608,150784.0,196
P0315,Personal Care Item 315,Personal Care,,721,144200.0,228
P0320,Grocery Item 320,Grocery,,546,126126.0,183
P0397,Personal Care Item 397,Personal Care,,544,122944.0,184
P0372,Grocery Item 372,Grocery,,546,119028.0,177
P0412,Personal Care Item 412,Personal Care,,554,109692.0,189
P0027,Personal Care Item 27,Personal Care,,597,99102.0,194
P0295,Personal Care Item 295,Personal Care,,644,97888.0,215
P0294,Grocery Item 294,Grocery,,585,97695.0,191
P0390,Personal Care Item 390,Personal Care,,634,92564.0,202
P0217,Personal Care Item 217,Personal Care,,606,86658.0,199
P0234,Grocery Item 234,Grocery,,642,77682.0,212
P0181,Personal Care Item 181,Personal Care,,569,75677.0,186
P0160,Personal Care Item 160,Personal Care,,662,70172.0,213
P0285,Grocery Item 285,Grocery,,587,65157.0,200
P0398,Grocery Item 398,Grocery,,511,64386.0,176
P0000,Grocery Item 0,Grocery,,557,61827.0,188
P0067,Personal Care Item 67,Personal Care,,542,58536.0,178
P0015,Grocery Item 15,Grocery,,520,44200.0,182
P0125,Grocery Item 125,Grocery,,556,31136.0,188
