product_id,product_name,category,total_sold,days_sold,avg_daily_sales,movement_category
P0205,Personal Care Item 205,Personal Care,550,112,4.910714285714286,Medium Moving
P0326,Apparel Item 326,Apparel,599,122,4.909836065573771,Medium Moving
P0175,Apparel Item 175,Apparel,589,120,4.908333333333333,Medium Moving
P0198,Apparel Item 198,Apparel,584,119,4.907563025210084,Medium Moving
P0130,Apparel Item 130,Apparel,569,116,4.905172413793103,Medium Moving
P0120,Apparel Item 120,Apparel,564,115,4.904347826086957,Medium Moving
P0412,Personal Care Item 412,Personal Care,554,113,4.902654867256637,Medium Moving
P0329,Grocery Item 329,Grocery,603,123,4.902439024390244,Medium Moving
P0487,Grocery Item 487,Grocery,598,122,4.901639344262295,Medium Moving
P0298,Electronics Item 298,Electronics,617,126,4.896825396825397,Medium Moving
P0457,Apparel Item 457,Apparel,558,114,4.894736842105263,Medium Moving
P0434,Electronics Item 434,Electronics,562,115,4.886956521739131,Medium Moving
P0253,Apparel Item 253,Apparel,586,120,4.883333333333334,Medium Moving
P0067,Personal Care Item 67,Personal Care,542,111,4.882882882882883,Medium Moving
P0008,Apparel Item 8,Apparel,566,116,4.879310344827586,Medium Moving
P0340,Personal Care Item 340,Personal Care,600,123,4.878048780487805,Medium Moving
P0281,Electronics Item 281,Electronics,556,114,4.87719298245614,Medium Moving
P0097,Electronics Item 97,Electronics,634,130,4.876923076923077,Medium Moving
P0373,Home & Kitchen Item 373,Home & Kitchen,550,113,4.867256637168142,Medium Moving
P0214,Grocery Item 214,Grocery,545,112,4.866071428571429,Medium Moving
P0267,Personal Care Item 267,Personal Care,579,119,4.8655462184873945,Medium Moving
P0336,Home & Kitchen Item 336,Home & Kitchen,564,116,4.862068965517241,Medium Moving
P0103,Electronics Item 103,Electronics,525,108,4.861111111111111,Medium Moving
P0146,Home & Kitchen Item 146,Home & Kitchen,554,114,4.859649122807017,Medium Moving
P0401,Apparel Item 401,Apparel,583,120,4.858333333333333,Medium Moving
P0250,Apparel Item 250,Apparel,495,102,4.852941176470588,Medium Moving
P0423,Home & Kitchen Item 423,Home & Kitchen,558,115,4.852173913043479,Medium Moving
P0186,Home & Kitchen Item 186,Home & Kitchen,558,115,4.852173913043479,Medium Moving
P0164,Personal Care Item 164,Personal Care,533,110,4.845454545454546,Medium Moving
P0038,Electronics Item 38,Electronics,576,119,4.840336134453781,Medium Moving
P0264,Apparel Item 264,Apparel,576,119,4.840336134453781,Medium Moving
P0014,Electronics Item 14,Electronics,556,115,4.834782608695652,Medium Moving
P0084,Home & Kitchen Item 84,Home & Kitchen,580,120,4.833333333333333,Medium Moving
P0243,Personal Care Item 243,Personal Care,512,106,4.830188679245283,Medium Moving
P0180,Apparel Item 180,Apparel,584,121,4.8264462809917354,Medium Moving
P0328,Personal Care Item 328,Personal Care,579,120,4.825,Medium Moving
P0456,Apparel Item 456,Apparel,569,118,4.822033898305085,Medium Moving
P0065,Electronics Item 65,Electronics,549,114,4.815789473684211,Medium Moving
P0240,Electronics Item 240,Electronics,549,114,4.815789473684211,Medium Moving
P0050,Electronics Item 50,Electronics,533,111,4.801801801801802,Medium Moving
P0414,Apparel Item 414,Apparel,528,110,4.8,Medium Moving
P0367,Home & Kitchen Item 367,Home & Kitchen,528,110,4.8,Medium Moving
P0049,Grocery Item 49,Grocery,571,119,4.798319327731092,Medium Moving
P0204,Home & Kitchen Item 204,Home & Kitchen,518,108,4.796296296296297,Medium Moving
P0086,Home & Kitchen Item 86,Home & Kitchen,633,132,4.795454545454546,Medium Moving
P0123,Home & Kitchen Item 123,Home & Kitchen,585,122,4.795081967213115,Medium Moving
P0275,Apparel Item 275,Apparel,513,107,4.794392523364486,Medium Moving
P0320,Grocery Item 320,Grocery,546,114,4.7894736842105265,Medium Moving
P0375,Home & Kitchen Item 375,Home & Kitchen,613,128,4.7890625,Medium Moving
P0031,Electronics Item 31,Electronics,555,116,4.7844827586206895,Medium Moving
P0020,Apparel Item 20,Apparel,598,125,4.784,Medium Moving
P0039,Grocery Item 39,Grocery,531,111,4.783783783783784,Medium Moving
P0384,Apparel Item 384,Apparel,507,106,4.783018867924528,Medium Moving
P0004,Home & Kitchen Item 4,Home & Kitchen,569,119,4.781512605042017,Medium Moving
P0181,Personal Care Item 181,Personal Care,569,119,4.781512605042017,Medium Moving
P0469,Electronics Item 469,Electronics,540,113,4.778761061946903,Medium Moving
P0098,Home & Kitchen Item 98,Home & Kitchen,540,113,4.778761061946903,Medium Moving
P0358,Apparel Item 358,Apparel,554,116,4.775862068965517,Medium Moving
P0499,Apparel Item 499,Apparel,582,122,4.770491803278689,Medium Moving
P0209,Electronics Item 209,Electronics,539,113,4.769911504424779,Medium Moving
P0193,Electronics Item 193,Electronics,639,134,4.768656716417911,Medium Moving
P0462,Home & Kitchen Item 462,Home & Kitchen,529,111,4.7657657657657655,Medium Moving
P0431,Home & Kitchen Item 431,Home & Kitchen,548,115,4.765217391304348,Medium Moving
P0155,Electronics Item 155,Electronics,567,119,4.764705882352941,Medium Moving
P0168,Home & Kitchen Item 168,Home & Kitchen,567,119,4.764705882352941,Medium Moving
P0486,Apparel Item 486,Apparel,557,117,4.760683760683761,Medium Moving
P0443,Grocery Item 443,Grocery,557,117,4.760683760683761,Medium Moving
P0162,Grocery Item 162,Grocery,571,120,4.758333333333334,Medium Moving
P0047,Electronics Item 47,Electronics,566,119,4.756302521008403,Medium Moving
P0387,Home & Kitchen Item 387,Home & Kitchen,542,114,4.754385964912281,Medium Moving
P0062,Grocery Item 62,Grocery,593,125,4.744,Medium Moving
P0376,Grocery Item 376,Grocery,574,121,4.743801652892562,Medium Moving
P0460,Personal Care Item 460,Personal Care,498,105,4.742857142857143,Medium Moving
P0015,Grocery Item 15,Grocery,520,110,4.7272727272727275,Medium Moving
P0368,Grocery Item 368,Grocery,500,106,4.716981132075472,Medium Moving
P0338,Personal Care Item 338,Personal Care,580,123,4.715447154471545,Medium Moving
P0172,Personal Care Item 172,Personal Care,580,123,4.715447154471545,Medium Moving
P0223,Apparel Item 223,Apparel,580,123,4.715447154471545,Medium Moving
P0153,Personal Care Item 153,Personal Care,537,114,4.7105263157894735,Medium Moving
P0010,Home & Kitchen Item 10,Home & Kitchen,537,114,4.7105263157894735,Medium Moving
P0053,Apparel Item 53,Apparel,565,120,4.708333333333333,Medium Moving
P0085,Apparel Item 85,Apparel,499,106,4.7075471698113205,Medium Moving
P0101,Personal Care Item 101,Personal Care,560,119,4.705882352941177,Medium Moving
P0043,Apparel Item 43,Apparel,526,112,4.696428571428571,Medium Moving
P0139,Apparel Item 139,Apparel,587,125,4.696,Medium Moving
P0238,Apparel Item 238,Apparel,502,107,4.691588785046729,Medium Moving
P0290,Apparel Item 290,Apparel,530,113,4.6902654867256635,Medium Moving
P0174,Home & Kitchen Item 174,Home & Kitchen,530,113,4.6902654867256635,Medium Moving
P0397,Personal Care Item 397,Personal Care,544,116,4.689655172413793,Medium Moving
P0006,Personal Care Item 6,Personal Care,538,115,4.678260869565217,Medium Moving
P0239,Apparel Item 239,Apparel,556,119,4.6722689075630255,Medium Moving
P0372,Grocery Item 372,Grocery,546,117,4.666666666666667,Medium Moving
P0190,Apparel Item 190,Apparel,564,121,4.661157024793388,Medium Moving
P0200,Apparel Item 200,Apparel,536,115,4.660869565217391,Medium Moving
P0464,Home & Kitchen Item 464,Home & Kitchen,545,117,4.6581196581196584,Medium Moving
P0235,Personal Care Item 235,Personal Care,600,129,4.651162790697675,Medium Moving
P0398,Grocery Item 398,Grocery,511,110,4.6454545454545455,Medium Moving
P0301,Apparel Item 301,Apparel,571,123,4.642276422764228,Medium Moving
P0226,Personal Care Item 226,Personal Care,538,116,4.637931034482759,Medium Moving
P0254,Apparel Item 254,Apparel,524,113,4.6371681415929205,Medium Moving
P0157,Grocery Item 157,Grocery,565,122,4.631147540983607,Medium Moving
P0472,Home & Kitchen Item 472,Home & Kitchen,565,122,4.631147540983607,Medium Moving
P0445,Electronics Item 445,Electronics,523,113,4.628318584070796,Medium Moving
P0284,Apparel Item 284,Apparel,546,118,4.627118644067797,Medium Moving
P0077,Electronics Item 77,Electronics,555,120,4.625,Medium Moving
P0280,Apparel Item 280,Apparel,531,115,4.6173913043478265,Medium Moving
P0438,Grocery Item 438,Grocery,489,106,4.613207547169812,Medium Moving
P0303,Personal Care Item 303,Personal Care,512,111,4.612612612612613,Medium Moving
P0451,Grocery Item 451,Grocery,521,113,4.610619469026549,Medium Moving
P0309,Personal Care Item 309,Personal Care,567,123,4.609756097560975,Medium Moving
P0210,Personal Care Item 210,Personal Care,497,108,4.601851851851852,Medium Moving
P0152,Electronics Item 152,Electronics,524,114,4.5964912280701755,Medium Moving
P0306,Home & Kitchen Item 306,Home & Kitchen,556,121,4.595041322314049,Medium Moving
P0447,Electronics Item 447,Electronics,542,118,4.593220338983051,Medium Moving
P0090,Grocery Item 90,Grocery,537,117,4.589743589743589,Medium Moving
P0296,Apparel Item 296,Apparel,514,112,4.589285714285714,Medium Moving
P0381,Grocery Item 381,Grocery,541,118,4.584745762711864,Medium Moving
P0498,Electronics Item 498,Electronics,526,115,4.573913043478261,Medium Moving
P0116,Grocery Item 116,Grocery,544,119,4.571428571428571,Medium Moving
P0439,Personal Care Item 439,Personal Care,525,115,4.565217391304348,Medium Moving
P0402,Apparel Item 402,Apparel,520,114,4.56140350877193,Medium Moving
P0335,Home & Kitchen Item 335,Home & Kitchen,529,116,4.560344827586207,Medium Moving
P0483,Apparel Item 483,Apparel,538,119,4.5210084033613445,Medium Moving
P0088,Home & Kitchen Item 88,Home & Kitchen,506,112,4.517857142857143,Medium Moving
P0058,Grocery Item 58,Grocery,505,112,4.508928571428571,Medium Moving
P0165,Electronics Item 165,Electronics,472,105,4.495238095238095,Medium Moving
P0011,Grocery Item 11,Grocery,512,114,4.491228070175438,Medium Moving
P0420,Electronics Item 420,Electronics,529,118,4.483050847457627,Medium Moving
P0370,Apparel Item 370,Apparel,524,117,4.478632478632479,Medium Moving
P0314,Electronics Item 314,Electronics,506,113,4.477876106194691,Medium Moving
P0063,Home & Kitchen Item 63,Home & Kitchen,545,122,4.467213114754099,Medium Moving
P0091,Home & Kitchen Item 91,Home & Kitchen,569,128,4.4453125,Medium Moving
P0081,Electronics Item 81,Electronics,541,124,4.362903225806452,Medium Moving
P0304,Personal Care Item 304,Personal Care,532,122,4.360655737704918,Medium Moving
P0357,Grocery Item 357,Grocery,523,120,4.358333333333333,Medium Moving
P0316,Electronics Item 316,Electronics,554,128,4.328125,Medium Moving
P0023,Personal Care Item 23,Personal Care,489,114,4.2894736842105265,Medium Moving
