shipment_id,transaction_id,ship_date,delivery_date,status,courier
SHP25813,TXN00042051,2024-03-24,2024-03-28,Delivered,EcomExpress
SHP88899,TXN00080862,2024-05-29,2024-06-02,Delivered,EcomExpress
SHP54793,TXN00079193,2024-03-03,2024-03-06,Delivered,Shadowfax
SHP96417,TXN00068411,2024-05-17,2024-05-19,Delivered,Shadowfax
SHP90419,TXN00044614,2024-01-10,2024-01-14,Delivered,BlueDart
SHP48430,TXN00051117,2024-01-23,2024-01-27,Delivered,Shadowfax
SHP60487,TXN00042261,2024-06-15,2024-06-21,Delivered,EcomExpress
SHP47803,TXN00053340,2024-02-13,2024-02-18,Delivered,BlueDart
SHP34891,TXN00015256,2024-05-17,2024-05-20,Delivered,Shadowfax
SHP24578,TXN00037938,2024-02-04,2024-02-11,Delivered,EcomExpress
SHP65743,TXN00027556,2024-05-06,2024-05-07,Delivered,Delhivery
SHP94687,TXN00008290,2024-06-25,2024-07-03,Delivered,Shadowfax
SHP65346,TXN00059753,2024-03-25,2024-04-03,Delivered,Delhivery
SHP19122,TXN00066792,2024-04-11,2024-04-12,Delivered,Shadowfax
SHP81336,TXN00095653,2024-01-28,2024-01-29,Delivered,Delhivery
SHP97386,TXN00039692,2024-05-06,2024-05-11,Delivered,EcomExpress
SHP98671,TXN00067638,2024-03-23,2024-03-25,Delivered,BlueDart
SHP17944,TXN00031264,2024-04-08,2024-04-11,Delivered,Shadowfax
SHP94687,TXN00081585,2024-04-20,2024-04-27,Delivered,BlueDart
SHP47102,TXN00061533,2024-06-22,2024-06-27,Delivered,Shadowfax
SHP74180,TXN00082830,2024-03-25,2024-03-31,Delivered,Shadowfax
SHP77701,TXN00043262,2024-06-30,2024-07-02,Delivered,Shadowfax
SHP84178,TXN00049843,2024-02-11,2024-02-20,Delivered,EcomExpress
SHP66738,TXN00070594,2024-03-05,2024-03-07,Delivered,Delhivery
SHP38780,TXN00027318,2024-03-07,2024-03-17,Delivered,Delhivery
SHP88826,TXN00032774,2024-06-07,2024-06-16,Delivered,EcomExpress
SHP31286,TXN00085282,2024-04-19,2024-04-21,Delivered,Delhivery
SHP97224,TXN00087749,2024-03-09,2024-03-10,Delivered,BlueDart
SHP10020,TXN00026794,2024-02-02,2024-02-10,Delivered,BlueDart
SHP47763,TXN00039953,2024-03-12,2024-03-22,Delivered,Shadowfax
SHP47920,TXN00039128,2024-04-12,2024-04-18,Delivered,Shadowfax
SHP70937,TXN00008102,2024-03-22,2024-03-31,Delivered,Delhivery
SHP28344,TXN00055927,2024-03-14,2024-03-18,Delivered,BlueDart
SHP58519,TXN00079571,2024-05-11,2024-05-15,Delivered,BlueDart
SHP56397,TXN00098576,2024-02-01,2024-02-10,Delivered,BlueDart
SHP20081,TXN00090669,2024-03-10,2024-03-16,Delivered,BlueDart
SHP18892,TXN00087909,2024-01-02,2024-01-11,Delivered,BlueDart
SHP98320,TXN00001881,2024-06-05,2024-06-06,Delivered,EcomExpress
SHP24833,TXN00053642,2024-03-11,2024-03-13,Delivered,Shadowfax
SHP51983,TXN00042417,2024-04-25,2024-04-29,Delivered,BlueDart
SHP15207,TXN00053864,2024-04-29,2024-05-05,Delivered,Shadowfax
SHP30330,TXN00026501,2024-05-06,2024-05-13,Delivered,EcomExpress
SHP37685,TXN00098659,2024-03-22,2024-03-30,Delivered,EcomExpress
SHP23990,TXN00084946,2024-05-27,2024-05-31,Delivered,BlueDart
SHP46432,TXN00063465,2024-01-08,2024-01-16,Delivered,Delhivery
SHP76391,TXN00052350,2024-05-06,2024-05-10,Delivered,Shadowfax
SHP25167,TXN00083003,2024-06-26,2024-06-29,Delivered,EcomExpress
SHP51058,TXN00014122,2024-04-19,2024-04-29,Delivered,BlueDart
SHP62506,TXN00040506,2024-03-17,2024-03-26,Delivered,Delhivery
SHP54100,TXN00015939,2024-06-06,2024-06-12,Delivered,BlueDart
SHP20409,TXN00078995,2024-02-08,2024-02-17,Delivered,Delhivery
SHP41168,TXN00007685,2024-05-14,2024-05-23,Delivered,BlueDart
SHP64023,TXN00047075,2024-06-10,2024-06-12,Delivered,EcomExpress
SHP93615,TXN00078663,2024-01-14,2024-01-20,Delivered,EcomExpress
SHP95069,TXN00090077,2024-01-16,2024-01-24,Delivered,Shadowfax
SHP14398,TXN00091524,2024-06-14,2024-06-15,Delivered,BlueDart
SHP71337,TXN00086035,2024-03-28,2024-04-02,Delivered,EcomExpress
SHP66985,TXN00004703,2024-04-12,2024-04-13,Delivered,EcomExpress
SHP61365,TXN00019597,2024-03-25,2024-04-02,Delivered,EcomExpress
SHP45514,TXN00055295,2024-06-02,2024-06-08,Delivered,BlueDart
SHP86788,TXN00076142,2024-04-29,2024-05-07,Delivered,BlueDart
SHP31715,TXN00016601,2024-05-05,2024-05-10,Delivered,Shadowfax
SHP17179,TXN00029980,2024-02-18,2024-02-22,Delivered,EcomExpress
SHP36305,TXN00003454,2024-06-19,2024-06-24,Delivered,EcomExpress
SHP78833,TXN00061237,2024-04-27,2024-04-29,Delivered,BlueDart
SHP30742,TXN00022486,2024-06-19,2024-06-23,Delivered,EcomExpress
SHP81218,TXN00082753,2024-03-03,2024-03-12,Delivered,Delhivery
SHP82941,TXN00065943,2024-03-25,2024-04-03,Delivered,EcomExpress
SHP42683,TXN00005433,2024-01-15,2024-01-24,Delivered,Shadowfax
SHP33495,TXN00005813,2024-03-01,2024-03-03,Delivered,EcomExpress
SHP76098,TXN00077429,2024-03-21,2024-03-30,Delivered,BlueDart
SHP81276,TXN00083819,2024-02-15,2024-02-23,Delivered,EcomExpress
SHP69415,TXN00051041,2024-03-04,2024-03-13,Delivered,Shadowfax
SHP82492,TXN00075693,2024-02-03,2024-02-10,Delivered,BlueDart
SHP22154,TXN00032144,2024-05-27,2024-06-04,Delivered,Delhivery
SHP59594,TXN00050896,2024-06-13,2024-06-21,Delivered,Delhivery
SHP42679,TXN00045708,2024-06-12,2024-06-19,Delivered,BlueDart
SHP53884,TXN00077648,2024-05-27,2024-06-05,Delivered,EcomExpress
SHP85642,TXN00052713,2024-03-27,2024-04-05,Delivered,Shadowfax
SHP40322,TXN00090456,2024-02-05,2024-02-07,Delivered,BlueDart
SHP90614,TXN00011341,2024-02-06,2024-02-11,Delivered,BlueDart
SHP37573,TXN00079815,2024-06-17,2024-06-22,Delivered,Delhivery
SHP37292,TXN00021093,2024-03-28,2024-04-06,Delivered,Delhivery
SHP63390,TXN00092983,2024-04-24,2024-04-29,Delivered,Shadowfax
SHP19321,TXN00013896,2024-04-12,2024-04-21,Delivered,Shadowfax
SHP61436,TXN00005509,2024-03-28,2024-03-29,Delivered,BlueDart
SHP66707,TXN00026744,2024-03-31,2024-04-07,Delivered,BlueDart
SHP32587,TXN00090492,2024-04-02,2024-04-11,Delivered,EcomExpress
SHP13091,TXN00093432,2024-03-26,2024-03-29,Delivered,EcomExpress
SHP53466,TXN00010552,2024-04-10,2024-04-14,Delivered,EcomExpress
SHP79829,TXN00000964,2024-03-02,2024-03-12,Delivered,EcomExpress
SHP63020,TXN00039138,2024-01-21,2024-01-23,Delivered,Shadowfax
SHP96220,TXN00017781,2024-04-09,2024-04-11,Delivered,BlueDart
SHP41713,TXN00059321,2024-03-18,2024-03-20,Delivered,EcomExpress
SHP60716,TXN00031886,2024-01-15,2024-01-21,Delivered,Delhivery
SHP91403,TXN00010179,2024-05-06,2024-05-07,Delivered,Delhivery
SHP77621,TXN00070870,2024-01-08,2024-01-10,Delivered,Delhivery
SHP30709,TXN00016279,2024-04-16,2024-04-20,Delivered,BlueDart
SHP89957,TXN00056230,2024-04-03,2024-04-13,Delivered,BlueDart
SHP46810,TXN00068047,2024-05-27,2024-06-02,Delivered,EcomExpress
SHP20152,TXN00066426,2024-01-07,2024-01-08,Delivered,Delhivery
SHP83461,TXN00022651,2024-03-29,2024-04-03,Delivered,EcomExpress
SHP69882,TXN00068008,2024-06-17,2024-06-20,Delivered,BlueDart
SHP59902,TXN00030102,2024-01-26,2024-02-03,Delivered,BlueDart
SHP49364,TXN00024587,2024-01-11,2024-01-20,Delivered,Shadowfax
SHP78640,TXN00033212,2024-04-27,2024-05-01,Delivered,EcomExpress
SHP31459,TXN00003067,2024-06-24,2024-07-02,Delivered,EcomExpress
SHP89820,TXN00050448,2024-01-18,2024-01-23,Delivered,EcomExpress
SHP26521,TXN00072264,2024-03-09,2024-03-12,Delivered,BlueDart
SHP16080,TXN00000047,2024-04-03,2024-04-07,Delivered,Shadowfax
SHP35603,TXN00088635,2024-02-26,2024-02-27,Delivered,BlueDart
SHP67406,TXN00037555,2024-03-24,2024-03-31,Delivered,Shadowfax
SHP74963,TXN00073535,2024-05-11,2024-05-14,Delivered,EcomExpress
SHP16042,TXN00084367,2024-01-02,2024-01-10,Delivered,EcomExpress
SHP41720,TXN00058059,2024-02-20,2024-02-27,Delivered,Delhivery
SHP40013,TXN00018490,2024-06-07,2024-06-13,Delivered,BlueDart
SHP30753,TXN00082940,2024-02-23,2024-03-01,Delivered,Delhivery
SHP21387,TXN00005041,2024-04-12,2024-04-20,Delivered,Delhivery
SHP10352,TXN00012452,2024-01-05,2024-01-09,Delivered,EcomExpress
SHP19236,TXN00080655,2024-03-31,2024-04-01,Delivered,Delhivery
SHP62425,TXN00067628,2024-06-24,2024-07-02,Delivered,BlueDart
SHP77008,TXN00058616,2024-01-22,2024-01-29,Delivered,EcomExpress
SHP28119,TXN00034177,2024-02-19,2024-02-20,Delivered,Delhivery
SHP50057,TXN00078781,2024-03-29,2024-04-03,Delivered,BlueDart
SHP88321,TXN00085522,2024-01-11,2024-01-14,Delivered,EcomExpress
SHP81217,TXN00002550,2024-03-15,2024-03-25,Delivered,BlueDart
SHP60031,TXN00022199,2024-03-03,2024-03-09,Delivered,Delhivery
SHP35776,TXN00048952,2024-02-15,2024-02-24,Delivered,Delhivery
SHP84625,TXN00064926,2024-05-18,2024-05-28,Delivered,Delhivery
SHP84446,TXN00017985,2024-03-29,2024-04-06,Delivered,BlueDart
SHP31821,TXN00066469,2024-04-20,2024-04-29,Delivered,BlueDart
SHP58991,TXN00081860,2024-01-22,2024-01-23,Delivered,Shadowfax
SHP86292,TXN00081264,2024-04-08,2024-04-12,Delivered,Delhivery
SHP13216,TXN00056497,2024-05-28,2024-05-30,Delivered,EcomExpress
SHP34992,TXN00072603,2024-05-06,2024-05-09,Delivered,Shadowfax
SHP73068,TXN00052056,2024-05-08,2024-05-18,Delivered,Delhivery
SHP43341,TXN00042762,2024-04-17,2024-04-26,Delivered,EcomExpress
SHP48947,TXN00065016,2024-04-16,2024-04-20,Delivered,Shadowfax
SHP39162,TXN00066822,2024-03-15,2024-03-21,Delivered,Shadowfax
SHP90704,TXN00033006,2024-03-09,2024-03-18,Delivered,Shadowfax
SHP61936,TXN00043981,2024-05-13,2024-05-14,Delivered,EcomExpress
SHP41847,TXN00062070,2024-03-04,2024-03-11,Delivered,Shadowfax
SHP19275,TXN00070501,2024-05-25,2024-05-27,Delivered,Shadowfax
SHP35794,TXN00019431,2024-01-20,2024-01-27,Delivered,Delhivery
SHP24141,TXN00093379,2024-03-22,2024-03-30,Delivered,EcomExpress
SHP12951,TXN00004376,2024-03-21,2024-03-28,Delivered,EcomExpress
SHP20223,TXN00001742,2024-05-14,2024-05-18,Delivered,EcomExpress
SHP25513,TXN00051446,2024-03-29,2024-04-04,Delivered,Shadowfax
SHP34040,TXN00083265,2024-04-10,2024-04-13,Delivered,Delhivery
SHP49738,TXN00081155,2024-04-11,2024-04-16,Delivered,Delhivery
SHP91367,TXN00027731,2024-02-27,2024-03-07,Delivered,EcomExpress
SHP33415,TXN00048302,2024-02-20,2024-02-25,Delivered,EcomExpress
SHP16359,TXN00045185,2024-03-02,2024-03-05,Delivered,Shadowfax
SHP97506,TXN00050529,2024-06-09,2024-06-10,Delivered,Shadowfax
SHP52794,TXN00075541,2024-02-12,2024-02-21,Delivered,BlueDart
SHP46448,TXN00089262,2024-05-18,2024-05-25,Delivered,Delhivery
SHP93085,TXN00082738,2024-06-30,2024-07-09,Delivered,Shadowfax
SHP57289,TXN00010338,2024-03-15,2024-03-25,Delivered,EcomExpress
SHP30391,TXN00002416,2024-03-21,2024-03-25,Delivered,Shadowfax
SHP52167,TXN00040998,2024-02-08,2024-02-14,Delivered,Shadowfax
SHP66723,TXN00055404,2024-05-25,2024-05-31,Delivered,Delhivery
SHP23149,TXN00003139,2024-01-16,2024-01-20,Delivered,EcomExpress
SHP55171,TXN00083970,2024-06-04,2024-06-10,Delivered,EcomExpress
SHP58883,TXN00022789,2024-06-16,2024-06-17,Delivered,Delhivery
SHP11632,TXN00060401,2024-03-19,2024-03-20,Delivered,BlueDart
SHP49333,TXN00098163,2024-01-12,2024-01-22,Delivered,Delhivery
SHP22705,TXN00012597,2024-03-26,2024-04-03,Delivered,EcomExpress
SHP65290,TXN00089800,2024-04-05,2024-04-13,Delivered,EcomExpress
SHP29048,TXN00069488,2024-01-31,2024-02-02,Delivered,Delhivery
SHP29405,TXN00090163,2024-04-22,2024-05-01,Delivered,BlueDart
SHP57075,TXN00036078,2024-03-31,2024-04-05,Delivered,Shadowfax
SHP38574,TXN00014759,2024-01-07,2024-01-17,Delivered,BlueDart
SHP54960,TXN00031309,2024-03-31,2024-04-07,Delivered,Shadowfax
SHP67316,TXN00059767,2024-05-06,2024-05-09,Delivered,Shadowfax
SHP96248,TXN00092150,2024-01-23,2024-01-25,Delivered,Shadowfax
SHP27708,TXN00031667,2024-06-22,2024-06-29,Delivered,Delhivery
SHP74611,TXN00079989,2024-01-12,2024-01-15,Delivered,EcomExpress
SHP82051,TXN00057024,2024-02-08,2024-02-11,Delivered,Shadowfax
SHP21499,TXN00017715,2024-03-15,2024-03-19,Delivered,Shadowfax
SHP66002,TXN00016584,2024-03-20,2024-03-29,Delivered,EcomExpress
SHP24753,TXN00015397,2024-05-21,2024-05-24,Delivered,Delhivery
SHP47510,TXN00055007,2024-05-15,2024-05-22,Delivered,Delhivery
SHP95880,TXN00056301,2024-05-04,2024-05-14,Delivered,BlueDart
SHP66024,TXN00014228,2024-01-02,2024-01-09,Delivered,EcomExpress
SHP15186,TXN00099640,2024-01-28,2024-02-02,Delivered,EcomExpress
SHP59597,TXN00069043,2024-02-09,2024-02-11,Delivered,EcomExpress
SHP70521,TXN00060715,2024-06-13,2024-06-17,Delivered,BlueDart
SHP48846,TXN00031547,2024-06-06,2024-06-10,Delivered,BlueDart
SHP72183,TXN00092942,2024-06-04,2024-06-06,Delivered,EcomExpress
SHP98284,TXN00051689,2024-06-16,2024-06-18,Delivered,Delhivery
SHP68140,TXN00058098,2024-01-10,2024-01-20,Delivered,Delhivery
SHP55455,TXN00040375,2024-04-15,2024-04-22,Delivered,BlueDart
SHP73964,TXN00080935,2024-05-22,2024-05-28,Delivered,BlueDart
SHP60858,TXN00043660,2024-04-08,2024-04-10,Delivered,EcomExpress
SHP73104,TXN00059346,2024-06-10,2024-06-14,Delivered,BlueDart
SHP89612,TXN00096419,2024-05-09,2024-05-13,Delivered,EcomExpress
SHP10340,TXN00093860,2024-03-27,2024-04-01,Delivered,EcomExpress
SHP43799,TXN00067738,2024-04-09,2024-04-17,Delivered,EcomExpress
SHP91149,TXN00012627,2024-06-14,2024-06-22,Delivered,Delhivery
SHP75714,TXN00045812,2024-04-07,2024-04-13,Delivered,Delhivery
SHP86877,TXN00053350,2024-06-08,2024-06-18,Delivered,BlueDart
SHP84610,TXN00090730,2024-03-19,2024-03-21,Delivered,Shadowfax
SHP20925,TXN00058903,2024-03-27,2024-04-04,Delivered,BlueDart
SHP49314,TXN00099365,2024-02-07,2024-02-10,Delivered,EcomExpress
SHP87361,TXN00088240,2024-06-23,2024-06-28,Delivered,Shadowfax
SHP38887,TXN00093034,2024-04-03,2024-04-10,Delivered,BlueDart
SHP73611,TXN00079574,2024-06-27,2024-07-06,Delivered,EcomExpress
SHP41105,TXN00021953,2024-06-12,2024-06-21,Delivered,Shadowfax
SHP78901,TXN00069023,2024-06-26,2024-06-27,Delivered,Delhivery
SHP54875,TXN00061306,2024-04-17,2024-04-21,Delivered,BlueDart
SHP18452,TXN00051088,2024-03-01,2024-03-10,Delivered,Delhivery
SHP10425,TXN00012697,2024-05-28,2024-06-01,Delivered,BlueDart
SHP93748,TXN00088820,2024-04-11,2024-04-17,Delivered,Delhivery
SHP73272,TXN00048255,2024-06-23,2024-07-02,Delivered,Delhivery
SHP72116,TXN00041860,2024-01-12,2024-01-15,Delivered,Delhivery
SHP71592,TXN00010391,2024-04-07,2024-04-15,Delivered,BlueDart
SHP79712,TXN00075210,2024-04-29,2024-05-06,Delivered,EcomExpress
SHP38639,TXN00004645,2024-05-09,2024-05-14,Delivered,Delhivery
SHP34762,TXN00071155,2024-02-25,2024-03-03,Delivered,Shadowfax
SHP86346,TXN00050709,2024-04-19,2024-04-27,Delivered,BlueDart
SHP63694,TXN00075428,2024-03-01,2024-03-10,Delivered,Delhivery
SHP17574,TXN00005554,2024-05-28,2024-06-01,Delivered,Shadowfax
SHP69554,TXN00039359,2024-03-18,2024-03-24,Delivered,EcomExpress
SHP54619,TXN00073361,2024-03-02,2024-03-11,Delivered,BlueDart
SHP16727,TXN00013710,2024-03-24,2024-03-29,Delivered,Delhivery
SHP72066,TXN00008388,2024-04-12,2024-04-21,Delivered,BlueDart
SHP53829,TXN00006991,2024-02-21,2024-03-02,Delivered,BlueDart
SHP13391,TXN00078765,2024-02-26,2024-03-02,Delivered,Shadowfax
SHP98224,TXN00031018,2024-02-13,2024-02-23,Delivered,BlueDart
SHP20248,TXN00045014,2024-03-14,2024-03-20,Delivered,Shadowfax
SHP91292,TXN00045103,2024-06-04,2024-06-11,Delivered,BlueDart
SHP61196,TXN00061309,2024-06-10,2024-06-17,Delivered,BlueDart
SHP19369,TXN00079301,2024-03-18,2024-03-21,Delivered,Shadowfax
SHP77964,TXN00092979,2024-03-08,2024-03-11,Delivered,BlueDart
SHP28696,TXN00004697,2024-04-01,2024-04-04,Delivered,BlueDart
SHP68182,TXN00025738,2024-04-15,2024-04-17,Delivered,Delhivery
SHP83911,TXN00062120,2024-03-06,2024-03-07,Delivered,Shadowfax
SHP69101,TXN00061993,2024-01-25,2024-01-28,Delivered,EcomExpress
SHP16288,TXN00096715,2024-03-04,2024-03-09,Delivered,Delhivery
SHP80349,TXN00056028,2024-01-27,2024-01-29,Delivered,EcomExpress
SHP27190,TXN00085245,2024-02-28,2024-03-05,Delivered,BlueDart
SHP42593,TXN00076558,2024-05-03,2024-05-10,Delivered,EcomExpress
SHP26738,TXN00089321,2024-04-24,2024-04-28,Delivered,Shadowfax
SHP36797,TXN00056459,2024-04-14,2024-04-20,Delivered,BlueDart
SHP57005,TXN00041727,2024-02-28,2024-03-07,Delivered,Delhivery
SHP25694,TXN00011940,2024-01-21,2024-01-22,Delivered,EcomExpress
SHP86831,TXN00028192,2024-06-30,2024-07-10,Delivered,BlueDart
SHP76819,TXN00017798,2024-03-09,2024-03-12,Delivered,EcomExpress
SHP36181,TXN00015100,2024-03-28,2024-04-03,Delivered,EcomExpress
SHP93310,TXN00085603,2024-01-28,2024-02-06,Delivered,EcomExpress
SHP14134,TXN00042194,2024-03-29,2024-04-06,Delivered,EcomExpress
SHP20536,TXN00062540,2024-05-29,2024-06-08,Delivered,Delhivery
SHP23127,TXN00003329,2024-04-24,2024-05-03,Delivered,BlueDart
SHP17257,TXN00053214,2024-05-06,2024-05-14,Delivered,Shadowfax
SHP20773,TXN00037704,2024-05-07,2024-05-08,Delivered,BlueDart
SHP87907,TXN00091530,2024-05-19,2024-05-23,Delivered,EcomExpress
SHP48799,TXN00016015,2024-04-07,2024-04-08,Delivered,Shadowfax
SHP72885,TXN00083762,2024-03-26,2024-04-02,Delivered,BlueDart
SHP63820,TXN00026270,2024-01-16,2024-01-24,Delivered,EcomExpress
SHP17653,TXN00045939,2024-01-15,2024-01-19,Delivered,BlueDart
SHP53129,TXN00037792,2024-04-25,2024-05-01,Delivered,BlueDart
SHP93064,TXN00029870,2024-05-01,2024-05-06,Delivered,Delhivery
SHP54988,TXN00064191,2024-06-03,2024-06-06,Delivered,Shadowfax
SHP62000,TXN00038358,2024-01-17,2024-01-23,Delivered,BlueDart
SHP80291,TXN00050550,2024-02-08,2024-02-18,Delivered,BlueDart
SHP21674,TXN00092430,2024-04-15,2024-04-22,Delivered,Delhivery
SHP26320,TXN00060724,2024-06-25,2024-06-28,Delivered,EcomExpress
SHP80625,TXN00096420,2024-06-26,2024-06-28,Delivered,BlueDart
SHP40309,TXN00014802,2024-06-19,2024-06-24,Delivered,Shadowfax
SHP31520,TXN00020835,2024-03-23,2024-03-26,Delivered,BlueDart
SHP44888,TXN00053147,2024-05-09,2024-05-17,Delivered,EcomExpress
SHP70982,TXN00004685,2024-03-22,2024-03-27,Delivered,Delhivery
SHP43182,TXN00079638,2024-06-26,2024-07-01,Delivered,Delhivery
SHP60969,TXN00084067,2024-01-29,2024-02-02,Delivered,EcomExpress
SHP62311,TXN00076211,2024-04-28,2024-05-08,Delivered,BlueDart
SHP73761,TXN00074769,2024-06-08,2024-06-11,Delivered,Delhivery
SHP95356,TXN00041466,2024-03-22,2024-03-26,Delivered,Delhivery
SHP18713,TXN00067970,2024-06-03,2024-06-06,Delivered,BlueDart
SHP70360,TXN00087655,2024-01-19,2024-01-20,Delivered,Delhivery
SHP96762,TXN00065117,2024-06-30,2024-07-07,Delivered,Shadowfax
SHP95769,TXN00024867,2024-06-28,2024-07-05,Delivered,Shadowfax
SHP10733,TXN00003778,2024-04-21,2024-04-23,Delivered,Delhivery
SHP96779,TXN00077929,2024-04-15,2024-04-25,Delivered,BlueDart
SHP62631,TXN00010529,2024-01-08,2024-01-15,Delivered,Shadowfax
SHP67245,TXN00098200,2024-03-20,2024-03-30,Delivered,Delhivery
SHP81898,TXN00029887,2024-03-29,2024-03-31,Delivered,BlueDart
SHP48150,TXN00002914,2024-02-18,2024-02-22,Delivered,BlueDart
SHP13391,TXN00007022,2024-06-23,2024-06-29,Delivered,EcomExpress
SHP51514,TXN00052965,2024-02-09,2024-02-10,Delivered,Delhivery
SHP66601,TXN00074594,2024-03-24,2024-04-03,Delivered,EcomExpress
SHP36364,TXN00081237,2024-04-28,2024-04-30,Delivered,BlueDart
SHP98362,TXN00081356,2024-05-27,2024-05-31,Delivered,Delhivery
SHP31913,TXN00048746,2024-05-12,2024-05-22,Delivered,BlueDart
SHP83779,TXN00018165,2024-03-26,2024-04-01,Delivered,BlueDart
SHP11445,TXN00056283,2024-01-23,2024-01-26,Delivered,EcomExpress
SHP21478,TXN00055162,2024-01-27,2024-02-06,Delivered,EcomExpress
SHP81891,TXN00048741,2024-02-17,2024-02-18,Delivered,Delhivery
SHP44995,TXN00011421,2024-02-25,2024-03-03,Delivered,Shadowfax
SHP79820,TXN00094598,2024-05-26,2024-05-31,Delivered,Shadowfax
SHP89997,TXN00063041,2024-04-19,2024-04-26,Delivered,BlueDart
SHP83140,TXN00071746,2024-04-16,2024-04-20,Delivered,EcomExpress
SHP71677,TXN00027814,2024-03-24,2024-03-29,Delivered,BlueDart
SHP93472,TXN00013763,2024-06-27,2024-07-03,Delivered,BlueDart
SHP64280,TXN00096119,2024-03-21,2024-03-26,Delivered,EcomExpress
SHP63088,TXN00098215,2024-03-02,2024-03-11,Delivered,BlueDart
SHP73910,TXN00080684,2024-06-22,2024-06-24,Delivered,BlueDart
SHP74587,TXN00014456,2024-02-12,2024-02-15,Delivered,EcomExpress
SHP38862,TXN00078695,2024-06-01,2024-06-07,Delivered,Shadowfax
SHP93147,TXN00010898,2024-01-29,2024-02-01,Delivered,BlueDart
SHP84623,TXN00051807,2024-01-24,2024-01-28,Delivered,EcomExpress
SHP75862,TXN00079677,2024-03-23,2024-04-01,Delivered,EcomExpress
SHP47100,TXN00016992,2024-04-07,2024-04-14,Delivered,Shadowfax
SHP30214,TXN00085815,2024-02-08,2024-02-14,Delivered,Shadowfax
SHP23815,TXN00067949,2024-04-08,2024-04-18,Delivered,Delhivery
SHP29657,TXN00059192,2024-06-18,2024-06-27,Delivered,BlueDart
SHP88023,TXN00061248,2024-03-28,2024-03-30,Delivered,Shadowfax
SHP96280,TXN00069273,2024-05-18,2024-05-19,Delivered,Shadowfax
SHP30362,TXN00002492,2024-05-13,2024-05-21,Delivered,Delhivery
SHP12591,TXN00022807,2024-03-03,2024-03-11,Delivered,EcomExpress
SHP48196,TXN00073633,2024-04-16,2024-04-17,Delivered,BlueDart
SHP14803,TXN00078394,2024-03-30,2024-04-06,Delivered,BlueDart
SHP19411,TXN00060252,2024-03-29,2024-04-05,Delivered,EcomExpress
SHP89465,TXN00090264,2024-03-31,2024-04-02,Delivered,BlueDart
SHP38212,TXN00063551,2024-06-09,2024-06-17,Delivered,Delhivery
SHP77300,TXN00017100,2024-05-27,2024-06-05,Delivered,Delhivery
SHP27076,TXN00098540,2024-04-29,2024-05-09,Delivered,Delhivery
SHP22909,TXN00080959,2024-02-04,2024-02-11,Delivered,EcomExpress
SHP89555,TXN00001374,2024-02-23,2024-03-02,Delivered,EcomExpress
SHP40672,TXN00034487,2024-04-10,2024-04-12,Delivered,BlueDart
SHP69779,TXN00057598,2024-02-20,2024-02-23,Delivered,BlueDart
SHP20487,TXN00018761,2024-02-21,2024-02-26,Delivered,Shadowfax
SHP58391,TXN00043999,2024-04-13,2024-04-15,Delivered,Delhivery
SHP93629,TXN00074819,2024-02-08,2024-02-11,Delivered,Shadowfax
SHP74293,TXN00002830,2024-03-29,2024-04-05,Delivered,EcomExpress
SHP58986,TXN00035509,2024-01-21,2024-01-24,Delivered,EcomExpress
SHP90028,TXN00068497,2024-03-23,2024-03-31,Delivered,BlueDart
SHP44407,TXN00090380,2024-03-05,2024-03-06,Delivered,BlueDart
SHP59709,TXN00089089,2024-02-06,2024-02-07,Delivered,Delhivery
SHP82364,TXN00074998,2024-06-23,2024-06-30,Delivered,Delhivery
SHP36057,TXN00043724,2024-02-25,2024-03-03,Delivered,EcomExpress
SHP95827,TXN00003035,2024-02-29,2024-03-07,Delivered,Shadowfax
SHP28516,TXN00085634,2024-04-08,2024-04-12,Delivered,BlueDart
SHP50491,TXN00078111,2024-04-08,2024-04-16,Delivered,Shadowfax
SHP57800,TXN00050041,2024-04-30,2024-05-02,Delivered,BlueDart
SHP90926,TXN00023436,2024-01-29,2024-02-04,Delivered,EcomExpress
SHP30397,TXN00046909,2024-02-21,2024-02-27,Delivered,Shadowfax
SHP75597,TXN00099873,2024-02-05,2024-02-12,Delivered,Delhivery
SHP12240,TXN00080091,2024-02-04,2024-02-10,Delivered,Shadowfax
SHP61448,TXN00078441,2024-02-16,2024-02-20,Delivered,BlueDart
SHP33633,TXN00089070,2024-03-30,2024-04-09,Delivered,BlueDart
SHP51615,TXN00083651,2024-03-27,2024-04-01,Delivered,Delhivery
SHP55851,TXN00087897,2024-07-01,2024-07-10,Delivered,BlueDart
SHP75365,TXN00084412,2024-03-25,2024-03-27,Delivered,EcomExpress
SHP37660,TXN00065313,2024-03-22,2024-03-24,Delivered,Delhivery
SHP14264,TXN00030816,2024-05-04,2024-05-10,Delivered,EcomExpress
SHP82063,TXN00070272,2024-02-24,2024-02-28,Delivered,Delhivery
SHP53056,TXN00031054,2024-02-04,2024-02-06,Delivered,Delhivery
SHP17672,TXN00003888,2024-04-16,2024-04-26,Delivered,EcomExpress
SHP23525,TXN00005065,2024-01-09,2024-01-14,Delivered,Shadowfax
SHP44424,TXN00056438,2024-05-14,2024-05-19,Delivered,Shadowfax
SHP38932,TXN00028713,2024-03-16,2024-03-26,Delivered,Shadowfax
SHP62297,TXN00009708,2024-03-16,2024-03-26,Delivered,Shadowfax
SHP37538,TXN00057439,2024-06-01,2024-06-07,Delivered,Delhivery
