session_id,timestamp,event_type,product_id,user_id,device
SES679198,2024-04-14 04:41:00,view_item,P0007,,Tablet
SES882808,2024-04-05 16:19:00,add_to_cart,P0332,U5746,Desktop
SES807356,2024-03-29 22:48:00,view_item,P0391,,Tablet
SES817751,2024-06-01 01:03:00,add_to_cart,P0049,,Tablet
SES893143,2024-06-11 11:04:00,remove_from_cart,P0214,U1840,Tablet
SES756117,2024-04-06 02:34:00,add_to_cart,P0289,U9506,Tablet
SES230389,2024-05-10 07:22:00,view_item,P0182,,Mobile
SES626354,2024-04-26 03:56:00,add_to_cart,P0080,,Mobile
SES476039,2024-06-03 08:28:00,view_item,P0479,U8684,Desktop
SES823700,2024-06-01 03:48:00,view_item,P0177,,Mobile
SES758220,2024-01-22 19:25:00,view_item,P0213,,Desktop
SES121404,2024-02-13 01:36:00,add_to_cart,P0141,U5120,Tablet
SES508239,2024-05-28 11:40:00,view_item,,,Tablet
SES861550,2024-02-18 10:58:00,view_item,P0019,,Tablet
SES841249,2024-06-28 01:25:00,purchase,,U6529,Mobile
SES955508,2024-03-22 00:47:00,view_item,P0143,U2280,Tablet
SES666769,2024-05-12 11:30:00,search,,,Mobile
SES230156,2024-01-26 22:29:00,view_item,,U1684,Tablet
SES307920,2024-01-31 11:22:00,view_item,P0297,,Desktop
SES446564,2024-04-29 12:25:00,view_item,P0269,,Tablet
SES701113,2024-05-18 02:06:00,add_to_cart,P0455,U4629,Mobile
SES712859,2024-03-31 23:14:00,view_item,P0496,,Mobile
SES300801,2024-03-18 07:57:00,view_item,P0089,,Tablet
SES563366,2024-04-05 17:36:00,view_item,P0282,,Mobile
SES807334,2024-06-28 02:17:00,search,P0154,,Desktop
SES747563,2024-03-01 08:03:00,remove_from_cart,P0036,,Tablet
SES831345,2024-05-02 00:41:00,search,P0380,U9058,Mobile
SES100060,2024-01-30 00:28:00,search,P0396,,Mobile
SES469044,2024-06-27 22:30:00,add_to_cart,P0479,,Tablet
SES321930,2024-05-24 20:26:00,view_item,,,Mobile
SES931451,2024-06-12 18:55:00,search,P0312,U1071,Mobile
SES475493,2024-03-19 22:35:00,purchase,P0256,U8155,Mobile
SES779956,2024-01-25 22:47:00,search,P0099,U4006,Tablet
SES564463,2024-06-27 22:13:00,search,P0471,U5432,Mobile
SES607938,2024-02-21 15:10:00,view_item,,,Mobile
SES184890,2024-03-25 14:26:00,purchase,P0408,U4502,Desktop
SES359528,2024-01-03 18:35:00,view_item,P0099,,Tablet
SES283870,2024-04-15 00:00:00,view_item,P0014,,Tablet
SES512380,2024-02-15 06:38:00,remove_from_cart,P0196,,Tablet
SES787194,2024-06-24 22:27:00,view_item,P0005,,Tablet
SES754048,2024-03-24 09:47:00,add_to_cart,,,Desktop
SES188990,2024-01-20 02:26:00,view_item,P0216,,Desktop
SES142857,2024-03-05 22:59:00,view_item,P0069,U8382,Tablet
SES953056,2024-02-13 07:50:00,view_item,P0317,,Tablet
SES184265,2024-03-29 07:13:00,view_item,P0424,,Mobile
SES633808,2024-02-05 21:21:00,add_to_cart,P0240,,Tablet
SES194044,2024-06-21 12:04:00,view_item,,,Desktop
SES142366,2024-03-29 16:31:00,view_item,,,Mobile
SES704762,2024-01-26 06:40:00,view_item,P0075,,Mobile
SES566093,2024-03-20 09:16:00,view_item,,U3124,Tablet
SES681816,2024-01-29 22:45:00,remove_from_cart,P0088,U8981,Mobile
SES466052,2024-03-31 19:08:00,view_item,P0227,,Tablet
SES311420,2024-05-01 01:10:00,remove_from_cart,P0163,,Tablet
SES877314,2024-05-06 02:29:00,add_to_cart,P0222,,Desktop
SES362531,2024-06-24 23:15:00,view_item,P0059,,Mobile
SES357157,2024-04-21 10:23:00,view_item,,,Mobile
SES139480,2024-04-14 06:49:00,view_item,P0238,U4779,Tablet
SES882739,2024-05-12 13:49:00,view_item,P0465,U7743,Mobile
SES226325,2024-05-27 06:30:00,view_item,P0395,,Desktop
SES111870,2024-01-17 12:22:00,remove_from_cart,P0256,U8813,Tablet
SES746119,2024-03-03 15:16:00,search,P0407,,Tablet
SES868699,2024-06-09 19:45:00,view_item,P0479,U4866,Tablet
SES194104,2024-05-11 19:15:00,search,P0183,,Desktop
SES998815,2024-03-26 16:36:00,add_to_cart,P0469,U6370,Mobile
SES205482,2024-04-02 14:37:00,view_item,P0171,U201,Desktop
SES316531,2024-01-21 01:50:00,add_to_cart,,,Mobile
SES237614,2024-03-18 08:43:00,search,P0419,,Mobile
SES699036,2024-05-23 09:33:00,add_to_cart,P0039,,Desktop
SES494807,2024-02-27 12:54:00,view_item,P0204,U9455,Desktop
SES760967,2024-04-11 12:20:00,view_item,P0321,,Tablet
SES199540,2024-04-10 20:28:00,view_item,P0245,,Desktop
SES264557,2024-03-11 11:30:00,view_item,P0141,U2616,Mobile
SES884317,2024-05-29 16:40:00,view_item,P0213,U9212,Tablet
SES529456,2024-05-04 04:12:00,view_item,P0298,U3974,Tablet
SES123301,2024-04-06 13:43:00,view_item,P0022,U4556,Tablet
SES192308,2024-06-29 21:21:00,view_item,P0387,U1998,Mobile
SES782688,2024-05-30 08:27:00,search,P0285,,Mobile
SES819921,2024-06-05 03:03:00,search,P0444,U9510,Desktop
SES696215,2024-02-08 10:53:00,purchase,P0446,,Tablet
SES381546,2024-06-22 18:25:00,view_item,P0413,,Mobile
SES792518,2024-03-20 17:38:00,view_item,P0005,,Mobile
SES944808,2024-01-23 21:23:00,search,P0499,,Mobile
SES960212,2024-05-21 09:00:00,search,,,Mobile
SES961759,2024-06-25 18:24:00,view_item,P0423,,Mobile
SES337340,2024-05-09 01:19:00,search,P0347,,Desktop
SES690220,2024-06-18 22:43:00,remove_from_cart,P0271,U1590,Mobile
SES508509,2024-03-29 08:52:00,view_item,P0409,,Desktop
SES322595,2024-03-24 04:43:00,search,,,Desktop
SES677073,2024-03-10 19:02:00,remove_from_cart,P0187,U6317,Mobile
SES676637,2024-05-11 16:14:00,view_item,P0180,,Desktop
SES244258,2024-03-09 21:10:00,view_item,P0179,,Mobile
SES477095,2024-04-15 03:55:00,remove_from_cart,P0016,U902,Desktop
SES683429,2024-04-26 14:09:00,view_item,P0034,,Mobile
SES398544,2024-04-27 14:18:00,view_item,P0049,U8517,Tablet
SES317125,2024-05-13 22:57:00,add_to_cart,,U5528,Tablet
SES278095,2024-06-24 13:49:00,view_item,P0452,U4988,Desktop
SES915459,2024-05-13 12:16:00,view_item,,,Desktop
SES296991,2024-02-24 20:21:00,view_item,,,Tablet
SES666530,2024-03-21 20:54:00,view_item,P0297,U7151,Tablet
SES395865,2024-03-25 23:38:00,view_item,P0290,,Mobile
SES152620,2024-06-23 01:03:00,add_to_cart,P0342,,Mobile
SES259935,2024-01-21 12:50:00,add_to_cart,P0452,,Tablet
SES162244,2024-04-13 05:20:00,view_item,P0070,U3408,Tablet
SES832804,2024-03-28 16:16:00,search,P0036,U6368,Mobile
SES890412,2024-03-13 18:50:00,add_to_cart,P0342,,Mobile
SES277987,2024-03-30 05:11:00,add_to_cart,P0469,,Mobile
SES441180,2024-01-22 16:11:00,view_item,P0137,U7641,Mobile
SES449091,2024-03-31 17:01:00,add_to_cart,P0211,,Mobile
SES481820,2024-05-22 15:16:00,search,P0349,U9230,Mobile
SES395372,2024-01-15 13:09:00,remove_from_cart,,U5217,Tablet
SES926759,2024-05-15 23:39:00,remove_from_cart,P0346,,Mobile
SES725028,2024-05-23 06:07:00,search,P0470,U8730,Tablet
SES619002,2024-02-01 16:21:00,remove_from_cart,,,Mobile
SES440727,2024-04-24 10:25:00,remove_from_cart,,,Mobile
SES232317,2024-03-27 21:41:00,view_item,P0313,,Tablet
SES442953,2024-05-15 23:12:00,add_to_cart,P0474,U3569,Desktop
SES201065,2024-01-27 15:30:00,view_item,P0260,,Tablet
SES664977,2024-01-28 07:39:00,add_to_cart,P0042,U2540,Desktop
SES123279,2024-02-03 09:52:00,view_item,P0073,U3839,Desktop
SES150605,2024-02-14 05:45:00,view_item,P0069,,Mobile
SES333266,2024-06-02 05:45:00,view_item,P0240,U1820,Tablet
SES127018,2024-03-23 23:50:00,add_to_cart,P0234,,Desktop
SES380017,2024-06-20 04:13:00,view_item,P0461,,Mobile
SES934901,2024-02-26 17:26:00,view_item,P0186,,Desktop
SES133558,2024-03-11 21:40:00,view_item,P0159,,Tablet
SES154530,2024-05-18 03:30:00,search,P0336,,Mobile
SES524913,2024-01-14 09:24:00,add_to_cart,P0497,,Mobile
SES474883,2024-04-13 10:40:00,view_item,P0108,U776,Mobile
SES623545,2024-03-14 21:52:00,view_item,P0054,U1505,Tablet
SES694038,2024-03-26 23:08:00,add_to_cart,,,Desktop
SES991098,2024-03-29 15:28:00,remove_from_cart,P0023,,Desktop
SES769897,2024-04-12 04:28:00,purchase,,,Desktop
SES902309,2024-03-26 08:18:00,add_to_cart,P0444,U8750,Tablet
SES441339,2024-02-17 11:22:00,view_item,P0206,,Mobile
SES538231,2024-03-04 22:41:00,view_item,,U1730,Desktop
SES347046,2024-04-10 01:24:00,view_item,P0302,,Desktop
SES851138,2024-05-27 01:50:00,search,P0231,U7337,Desktop
SES135601,2024-01-29 08:40:00,search,P0485,,Mobile
SES789156,2024-01-13 02:12:00,view_item,,,Desktop
SES173746,2024-03-20 22:52:00,add_to_cart,P0419,U7863,Tablet
SES944971,2024-03-23 23:38:00,search,P0032,U1090,Mobile
SES908333,2024-06-12 17:04:00,search,P0278,U1531,Desktop
SES276973,2024-04-20 11:10:00,add_to_cart,P0221,,Desktop
SES131195,2024-05-12 11:50:00,view_item,P0136,,Mobile
SES255672,2024-06-25 23:47:00,view_item,P0437,,Desktop
SES768658,2024-02-29 17:52:00,search,,U7608,Desktop
SES316367,2024-04-19 13:55:00,view_item,P0482,,Tablet
SES705501,2024-05-18 02:32:00,view_item,P0104,U4746,Tablet
SES555669,2024-03-21 23:39:00,view_item,P0064,,Mobile
SES510772,2024-06-12 10:46:00,view_item,,,Mobile
SES409212,2024-01-18 18:50:00,add_to_cart,P0457,U4004,Mobile
SES470759,2024-05-02 18:17:00,remove_from_cart,P0033,U1562,Mobile
SES310905,2024-06-12 18:35:00,view_item,P0391,U7506,Desktop
SES776257,2024-03-26 12:45:00,add_to_cart,P0302,U3687,Desktop
SES458966,2024-03-22 05:19:00,view_item,P0067,U8738,Tablet
SES643164,2024-06-24 03:11:00,remove_from_cart,,U5013,Desktop
SES991834,2024-03-25 18:19:00,view_item,,U6378,Desktop
SES151386,2024-04-12 22:25:00,add_to_cart,P0270,,Mobile
SES734977,2024-01-13 12:21:00,view_item,P0015,,Mobile
SES495156,2024-04-25 02:41:00,view_item,,,Tablet
SES107334,2024-03-23 12:50:00,add_to_cart,P0211,U174,Desktop
SES516916,2024-04-08 10:29:00,view_item,P0443,,Desktop
SES461722,2024-06-28 07:17:00,search,P0389,U6587,Mobile
SES397133,2024-05-02 23:38:00,remove_from_cart,P0209,,Tablet
SES617226,2024-04-25 01:20:00,add_to_cart,P0258,U5811,Mobile
SES368900,2024-03-27 07:17:00,search,P0127,,Tablet
SES878359,2024-01-09 01:22:00,add_to_cart,,U9162,Desktop
SES404961,2024-03-25 07:23:00,search,P0438,U4069,Tablet
SES750409,2024-05-11 20:08:00,view_item,,U3660,Mobile
SES759320,2024-01-30 00:04:00,view_item,P0154,U9870,Mobile
SES941291,2024-04-30 19:39:00,add_to_cart,P0157,,Desktop
SES131534,2024-03-15 07:46:00,purchase,P0421,U8515,Desktop
SES100646,2024-04-14 11:19:00,view_item,P0396,U6478,Tablet
SES645069,2024-02-13 09:20:00,add_to_cart,P0075,U3162,Mobile
SES155163,2024-04-01 02:09:00,search,P0405,U9255,Tablet
SES717862,2024-03-03 13:03:00,add_to_cart,P0135,,Desktop
SES974686,2024-06-24 13:14:00,search,P0410,,Tablet
SES307178,2024-04-13 18:36:00,add_to_cart,P0261,U8356,Desktop
SES678949,2024-04-13 04:10:00,view_item,P0457,,Desktop
SES824372,2024-06-12 16:12:00,view_item,,,Mobile
SES865026,2024-06-16 22:20:00,add_to_cart,,,Desktop
SES483054,2024-02-28 10:30:00,search,P0391,,Tablet
SES588018,2024-02-25 05:16:00,view_item,P0181,U6111,Desktop
SES247423,2024-01-05 16:56:00,view_item,,U8075,Mobile
SES329946,2024-04-19 18:12:00,view_item,,,Desktop
SES457824,2024-06-16 04:09:00,purchase,,,Desktop
SES697916,2024-02-16 17:40:00,purchase,P0286,U2459,Desktop
SES759553,2024-05-05 08:18:00,view_item,P0462,U6071,Mobile
SES392831,2024-01-12 03:29:00,view_item,P0489,U8680,Tablet
SES216468,2024-03-09 04:51:00,add_to_cart,,,Mobile
SES167803,2024-04-23 07:40:00,search,P0219,,Mobile
SES874136,2024-03-18 05:07:00,view_item,P0121,,Desktop
SES337369,2024-05-31 23:38:00,add_to_cart,P0365,U9232,Desktop
SES304527,2024-06-01 16:23:00,view_item,P0272,,Desktop
SES631543,2024-04-07 11:23:00,view_item,P0119,,Tablet
SES655492,2024-06-03 09:08:00,view_item,P0131,U3490,Desktop
SES215015,2024-05-24 23:14:00,view_item,,,Desktop
SES106174,2024-04-08 03:52:00,view_item,P0239,U5028,Mobile
SES624525,2024-06-02 08:34:00,purchase,,,Mobile
SES132829,2024-06-27 01:35:00,view_item,P0071,,Mobile
SES411414,2024-03-07 18:30:00,view_item,P0285,U3819,Desktop
SES786225,2024-04-28 16:05:00,view_item,P0322,,Desktop
SES528571,2024-02-14 14:24:00,view_item,P0116,U3921,Desktop
SES863824,2024-05-21 21:50:00,view_item,,U1817,Desktop
SES461048,2024-03-03 13:19:00,purchase,P0142,,Tablet
SES953420,2024-03-26 18:10:00,view_item,,U9444,Mobile
SES431550,2024-03-25 01:28:00,remove_from_cart,P0164,,Mobile
SES420213,2024-06-02 04:06:00,add_to_cart,P0252,U175,Tablet
SES909132,2024-03-04 03:31:00,search,P0294,,Tablet
SES384489,2024-04-02 07:40:00,add_to_cart,P0498,U4680,Tablet
SES642833,2024-02-26 10:41:00,search,P0274,U8265,Tablet
SES815793,2024-02-08 20:25:00,view_item,,U4192,Tablet
SES114873,2024-04-07 18:48:00,view_item,P0294,,Mobile
SES928195,2024-04-06 19:52:00,add_to_cart,P0201,U1160,Mobile
SES196685,2024-05-21 01:52:00,add_to_cart,P0090,U2753,Mobile
SES896896,2024-04-05 08:28:00,view_item,,,Desktop
SES363414,2024-04-06 08:30:00,remove_from_cart,P0218,,Tablet
SES834068,2024-04-03 16:56:00,view_item,P0089,,Mobile
SES422067,2024-01-04 14:20:00,view_item,P0428,U1695,Desktop
SES135968,2024-04-20 17:56:00,view_item,P0235,,Desktop
SES803263,2024-05-29 08:42:00,view_item,P0251,U8536,Tablet
SES561303,2024-04-08 19:58:00,view_item,,,Desktop
SES392304,2024-04-08 02:17:00,view_item,P0078,,Mobile
SES641174,2024-01-28 06:40:00,add_to_cart,P0291,,Tablet
SES597099,2024-04-11 03:38:00,view_item,,U6569,Tablet
SES940362,2024-04-21 03:50:00,view_item,P0420,,Mobile
SES888508,2024-06-13 13:15:00,remove_from_cart,,U790,Desktop
SES580745,2024-03-02 10:45:00,add_to_cart,P0196,,Tablet
SES915898,2024-06-30 06:45:00,search,P0190,,Mobile
SES779840,2024-04-08 13:19:00,view_item,P0043,,Tablet
SES502810,2024-03-06 17:14:00,view_item,P0005,,Mobile
SES424014,2024-04-09 22:19:00,remove_from_cart,P0412,,Mobile
SES111437,2024-03-28 14:59:00,view_item,P0395,,Mobile
SES506754,2024-04-06 13:56:00,view_item,P0419,,Mobile
SES534073,2024-03-25 09:08:00,add_to_cart,P0232,,Desktop
SES486881,2024-03-31 10:49:00,search,P0169,,Mobile
SES236432,2024-01-03 11:16:00,view_item,,,Tablet
SES616744,2024-06-09 23:39:00,view_item,P0194,,Mobile
SES144155,2024-01-27 09:06:00,purchase,P0286,,Desktop
SES612113,2024-03-21 17:59:00,view_item,P0294,,Desktop
SES574840,2024-01-29 20:31:00,view_item,P0163,U4078,Tablet
SES119240,2024-02-16 19:34:00,view_item,P0303,,Tablet
SES768306,2024-04-08 04:54:00,search,P0023,,Tablet
SES432398,2024-02-20 17:27:00,remove_from_cart,P0295,,Desktop
SES845443,2024-05-15 18:18:00,view_item,P0234,,Mobile
SES374564,2024-01-10 09:45:00,view_item,,U2412,Desktop
SES588989,2024-02-04 00:18:00,add_to_cart,P0458,,Tablet
SES624578,2024-05-10 14:17:00,view_item,P0132,,Tablet
SES696669,2024-05-23 22:01:00,purchase,P0453,,Mobile
SES507912,2024-02-22 03:14:00,purchase,P0474,U9151,Mobile
SES204314,2024-06-09 19:23:00,add_to_cart,P0410,U1658,Desktop
SES923584,2024-02-10 02:02:00,view_item,P0324,U5389,Mobile
SES160635,2024-05-09 07:20:00,add_to_cart,P0111,,Tablet
SES472383,2024-06-09 02:37:00,search,P0464,,Tablet
SES376603,2024-05-12 03:15:00,view_item,P0325,,Mobile
SES845469,2024-03-16 19:13:00,add_to_cart,P0184,,Tablet
SES686814,2024-04-11 23:04:00,view_item,P0389,U6477,Desktop
SES204612,2024-04-15 10:52:00,search,,,Mobile
SES821864,2024-04-27 01:38:00,view_item,P0049,,Mobile
SES439743,2024-03-22 04:29:00,remove_from_cart,P0411,U62,Tablet
SES863753,2024-05-19 03:01:00,add_to_cart,P0388,,Desktop
SES483142,2024-05-05 06:13:00,view_item,,U1837,Desktop
SES508727,2024-03-26 02:07:00,search,P0444,,Desktop
SES832693,2024-03-20 23:21:00,view_item,,U7836,Tablet
SES947591,2024-06-26 19:06:00,view_item,,,Desktop
SES316821,2024-05-28 01:13:00,view_item,P0203,,Desktop
SES791044,2024-04-25 02:34:00,add_to_cart,P0419,U2047,Desktop
SES669811,2024-03-29 18:28:00,view_item,P0438,,Mobile
SES617818,2024-01-31 09:05:00,remove_from_cart,P0313,U6516,Mobile
SES989252,2024-04-15 16:12:00,search,,,Tablet
SES964330,2024-01-19 16:34:00,add_to_cart,P0169,,Tablet
SES132762,2024-02-28 07:57:00,purchase,,,Tablet
SES805009,2024-02-13 07:18:00,search,P0221,U889,Desktop
SES698412,2024-04-03 05:11:00,view_item,P0260,,Desktop
SES975559,2024-05-19 06:52:00,search,,,Mobile
SES853602,2024-02-24 10:55:00,add_to_cart,,,Desktop
SES606527,2024-06-19 15:24:00,add_to_cart,P0262,,Desktop
SES574718,2024-05-24 08:22:00,view_item,P0232,,Mobile
SES579632,2024-02-16 00:25:00,view_item,,,Mobile
SES554718,2024-01-13 04:04:00,add_to_cart,,,Desktop
SES793727,2024-03-22 13:01:00,search,P0008,,Desktop
SES310017,2024-01-07 05:32:00,view_item,P0243,,Tablet
SES714210,2024-02-21 19:02:00,add_to_cart,P0119,U1773,Mobile
SES292155,2024-06-25 01:09:00,view_item,P0393,,Desktop
SES253386,2024-03-12 09:28:00,search,P0369,,Tablet
SES696421,2024-03-17 09:01:00,remove_from_cart,P0307,U2265,Desktop
SES138257,2024-03-10 08:54:00,view_item,P0028,,Desktop
SES640804,2024-03-20 16:39:00,view_item,P0360,U4965,Desktop
SES352337,2024-06-28 21:35:00,view_item,P0363,,Desktop
SES736371,2024-04-24 22:35:00,add_to_cart,P0162,,Tablet
SES813741,2024-02-10 19:16:00,view_item,P0310,U5472,Desktop
SES499249,2024-06-28 21:31:00,view_item,P0209,,Desktop
SES554201,2024-04-14 01:44:00,view_item,P0087,,Tablet
SES923426,2024-03-14 05:57:00,view_item,P0285,,Tablet
SES584024,2024-01-28 17:30:00,add_to_cart,P0276,,Mobile
SES685649,2024-03-30 00:38:00,view_item,P0369,,Desktop
SES353261,2024-02-14 22:01:00,view_item,,U9080,Desktop
SES405662,2024-06-28 22:33:00,search,P0366,,Mobile
SES670430,2024-02-03 21:41:00,add_to_cart,,U1266,Desktop
SES311338,2024-05-22 13:01:00,purchase,P0317,,Mobile
SES964491,2024-06-08 13:40:00,add_to_cart,P0154,U8085,Mobile
SES516620,2024-04-06 17:21:00,view_item,,,Tablet
SES602389,2024-01-06 12:17:00,search,P0057,,Mobile
SES250598,2024-05-30 20:22:00,search,P0037,,Mobile
SES942819,2024-06-09 00:46:00,view_item,P0149,,Desktop
SES757107,2024-06-27 07:16:00,view_item,P0012,U4096,Desktop
SES736451,2024-02-22 14:11:00,search,P0465,,Tablet
SES248671,2024-03-30 11:02:00,search,P0174,,Mobile
SES302390,2024-06-01 15:40:00,view_item,P0029,,Desktop
SES380316,2024-06-27 19:34:00,search,P0149,,Tablet
SES318361,2024-03-07 05:06:00,view_item,P0398,U8974,Tablet
SES202306,2024-03-28 20:53:00,view_item,P0116,U4914,Mobile
SES942226,2024-05-28 10:00:00,search,P0070,,Mobile
SES116542,2024-02-28 20:37:00,search,P0300,,Tablet
SES419515,2024-06-14 20:57:00,add_to_cart,,,Mobile
SES990527,2024-04-23 18:15:00,purchase,P0414,U6960,Desktop
SES287805,2024-05-18 20:45:00,search,P0176,,Mobile
SES976276,2024-05-05 16:50:00,remove_from_cart,P0178,,Mobile
SES176985,2024-04-14 07:31:00,add_to_cart,,,Tablet
SES324129,2024-05-11 20:14:00,purchase,P0178,,Mobile
SES286448,2024-01-22 18:39:00,view_item,P0301,U2610,Desktop
SES677461,2024-01-13 17:10:00,view_item,,,Tablet
SES662758,2024-05-04 13:01:00,add_to_cart,P0119,,Tablet
SES641365,2024-03-28 03:43:00,add_to_cart,,U966,Desktop
SES721621,2024-02-03 13:23:00,view_item,P0177,,Desktop
SES480092,2024-02-04 21:47:00,view_item,P0153,,Desktop
SES254726,2024-03-20 09:47:00,add_to_cart,,,Tablet
SES283783,2024-02-18 07:00:00,view_item,,U8106,Mobile
SES941674,2024-02-03 01:08:00,view_item,P0244,,Desktop
SES281557,2024-04-12 02:07:00,view_item,,,Mobile
SES568296,2024-04-03 03:48:00,remove_from_cart,P0093,,Mobile
SES172446,2024-03-27 17:11:00,search,P0254,U8476,Mobile
SES683933,2024-06-25 07:18:00,search,P0050,,Tablet
SES430428,2024-05-03 15:46:00,view_item,P0435,,Desktop
SES637055,2024-04-15 14:23:00,view_item,P0025,U2654,Tablet
SES486561,2024-06-01 22:58:00,add_to_cart,P0462,U2470,Desktop
SES217118,2024-03-02 23:17:00,remove_from_cart,,,Desktop
SES241885,2024-04-14 21:11:00,add_to_cart,P0209,,Tablet
SES778592,2024-04-21 16:27:00,view_item,,U8137,Mobile
SES101033,2024-02-05 17:28:00,add_to_cart,,U2115,Tablet
SES542178,2024-03-04 16:36:00,view_item,P0398,U379,Desktop
SES425632,2024-01-26 05:54:00,add_to_cart,P0166,,Desktop
SES594967,2024-03-28 19:52:00,view_item,P0234,,Desktop
SES270991,2024-05-26 07:56:00,view_item,,,Desktop
SES303003,2024-06-07 01:56:00,remove_from_cart,P0257,,Mobile
SES502702,2024-06-22 04:33:00,add_to_cart,,U5089,Tablet
SES885485,2024-01-28 08:34:00,add_to_cart,P0169,U9639,Mobile
SES228668,2024-05-02 07:18:00,view_item,P0275,,Mobile
SES378036,2024-06-21 13:40:00,purchase,P0305,,Tablet
SES404262,2024-01-18 19:44:00,view_item,P0347,,Mobile
SES644232,2024-04-06 15:58:00,remove_from_cart,P0172,,Desktop
SES304457,2024-06-27 06:13:00,view_item,,,Desktop
SES382303,2024-05-27 20:37:00,view_item,,,Desktop
SES599755,2024-02-22 20:44:00,view_item,P0470,U4517,Mobile
SES655012,2024-05-31 00:34:00,add_to_cart,,,Desktop
SES427664,2024-02-05 19:31:00,remove_from_cart,P0305,,Tablet
SES988108,2024-04-15 23:05:00,view_item,P0223,,Tablet
SES220292,2024-02-23 19:52:00,add_to_cart,P0148,,Tablet
SES610554,2024-02-04 02:59:00,view_item,P0458,,Mobile
SES816249,2024-03-23 04:37:00,view_item,P0269,,Tablet
SES373415,2024-05-04 12:32:00,view_item,P0141,U641,Desktop
SES387181,2024-02-15 13:05:00,add_to_cart,P0188,,Mobile
SES115712,2024-06-26 06:22:00,view_item,,U8115,Mobile
SES393442,2024-06-11 19:38:00,search,P0264,,Tablet
SES561892,2024-04-10 01:17:00,view_item,P0351,U8450,Tablet
SES932154,2024-02-25 07:32:00,view_item,P0255,,Desktop
SES386356,2024-02-04 16:45:00,search,P0186,,Mobile
SES206416,2024-01-31 23:28:00,view_item,P0425,,Mobile
SES103900,2024-03-09 19:47:00,add_to_cart,P0212,,Mobile
SES505160,2024-06-22 18:46:00,view_item,P0200,U1519,Mobile
SES305921,2024-03-09 07:02:00,add_to_cart,P0252,U6289,Tablet
SES660893,2024-05-26 18:11:00,view_item,,,Mobile
SES192321,2024-03-14 01:44:00,add_to_cart,P0175,,Mobile
SES763815,2024-01-26 16:29:00,view_item,P0172,,Tablet
SES491006,2024-03-21 21:59:00,remove_from_cart,P0001,,Desktop
SES751654,2024-04-12 12:12:00,add_to_cart,P0212,U4277,Tablet
SES409455,2024-02-13 23:49:00,view_item,P0182,,Tablet
SES402058,2024-04-10 20:56:00,add_to_cart,P0038,,Desktop
SES858782,2024-05-06 16:39:00,view_item,P0137,U5194,Mobile
SES107321,2024-03-09 18:28:00,view_item,P0070,U6034,Tablet
SES944736,2024-02-04 21:44:00,view_item,P0348,U6375,Tablet
SES172477,2024-03-26 04:10:00,view_item,P0044,U8305,Mobile
SES444951,2024-03-17 19:43:00,view_item,P0404,U7185,Desktop
SES511083,2024-06-03 11:10:00,view_item,P0347,U7631,Desktop
SES734235,2024-05-09 01:39:00,search,P0435,,Tablet
SES839042,2024-03-26 10:19:00,purchase,P0073,U7923,Desktop
SES738472,2024-03-22 10:11:00,add_to_cart,,U4296,Mobile
SES566800,2024-02-04 00:58:00,view_item,P0274,U9660,Desktop
SES421220,2024-03-24 23:25:00,view_item,P0333,U2343,Desktop
SES788104,2024-04-18 07:41:00,add_to_cart,P0247,,Mobile
SES629234,2024-01-12 23:27:00,view_item,P0075,,Mobile
SES858757,2024-03-04 07:41:00,search,P0274,U759,Mobile
SES481391,2024-02-02 15:11:00,view_item,P0172,,Tablet
SES979584,2024-05-24 14:51:00,add_to_cart,P0103,,Tablet
SES123371,2024-06-14 23:38:00,purchase,P0303,U5129,Tablet
SES333484,2024-03-12 14:48:00,view_item,P0228,U4324,Desktop
SES110201,2024-04-28 07:12:00,view_item,P0445,,Desktop
SES593308,2024-03-04 21:47:00,search,P0074,U1505,Mobile
SES260862,2024-04-06 12:53:00,view_item,P0477,U7674,Mobile
SES284654,2024-04-18 06:00:00,view_item,P0364,,Tablet
SES295562,2024-03-29 08:33:00,view_item,P0333,,Desktop
SES787905,2024-02-08 16:24:00,remove_from_cart,,,Tablet
SES740365,2024-06-16 05:40:00,view_item,P0203,U3674,Desktop
SES520983,2024-02-12 13:07:00,view_item,P0160,,Mobile
SES238125,2024-05-20 19:18:00,search,P0062,U8879,Desktop
SES380316,2024-06-12 09:47:00,view_item,P0074,U4840,Mobile
SES713630,2024-04-20 00:14:00,remove_from_cart,P0476,U4004,Tablet
SES398072,2024-02-04 09:17:00,add_to_cart,P0117,U2307,Tablet
SES324976,2024-03-21 02:37:00,add_to_cart,P0049,,Mobile
SES422161,2024-02-02 15:08:00,remove_from_cart,P0162,,Desktop
SES943324,2024-03-05 23:39:00,remove_from_cart,P0425,,Desktop
SES560824,2024-04-08 01:13:00,view_item,P0107,U6527,Mobile
SES692317,2024-04-16 15:48:00,search,P0042,,Tablet
SES396465,2024-06-01 14:19:00,purchase,P0479,,Desktop
SES418933,2024-04-14 23:15:00,view_item,P0463,,Desktop
SES980046,2024-03-12 02:22:00,view_item,,,Mobile
SES209382,2024-03-22 16:06:00,view_item,P0343,,Mobile
SES485117,2024-04-13 17:27:00,add_to_cart,P0413,,Tablet
SES787991,2024-06-27 06:44:00,search,P0017,U9307,Tablet
SES135106,2024-03-30 10:00:00,view_item,P0443,U5586,Mobile
