transaction_id,date,store_id,customer_id,product_id,quantity,price,payment_method
TXN00072004,2024-04-10,ST027,CUST02984,P0167,2,25076,Credit Card
TXN00094680,2024-06-20,ST012,CUST01974,P0259,1,20056,Cash
TXN00058993,2024-01-16,ST042,CUST08877,P0311,1,8682,Credit Card
TXN00010023,2024-01-02,ST011,CUST03757,P0069,4,35751,Credit Card
TXN00006480,2024-04-11,ST037,CUST06115,P0244,4,1311,Debit Card
TXN00058568,2024-03-29,ST013,CUST00749,P0419,2,1569,Credit Card
TXN00065157,2024-01-28,ST009,CUST01110,P0351,3,4984,Debit Card
TXN00001943,2024-04-30,ST047,CUST09169,P0399,5,1456,Debit Card
TXN00047861,2024-03-01,ST042,CUST00809,P0421,4,1134,Debit Card
TXN00052129,2024-04-02,ST005,CUST04999,P0247,3,1191,Credit Card
TXN00043410,2024-01-13,ST027,CUST08882,P0264,3,4915,UPI
TXN00046132,2024-06-28,ST048,CUST03751,P0487,1,1888,Credit Card
TXN00004903,2024-03-05,ST015,CUST00906,P0498,2,12590,Credit Card
TXN00045804,2024-06-10,ST049,CUST09730,P0310,3,25585,UPI
TXN00089408,2024-05-03,ST025,CUST06339,P0381,2,746,Credit Card
TXN00087050,2024-03-12,ST026,CUST03626,P0153,3,735,UPI
TXN00067316,2024-04-09,ST019,CUST08704,P0084,3,9971,Cash
TXN00051544,2024-04-06,ST045,CUST09865,P0209,2,38010,Debit Card
TXN00077111,2024-04-07,ST021,CUST08544,P0323,3,-407,Debit Card
TXN00004254,2024-02-04,ST027,CUST06531,P0143,2,4613,UPI
TXN00064342,2024-01-08,ST047,CUST07947,P0083,2,484,Cash
TXN00080774,2024-05-28,ST020,CUST04448,P0004,2,4479,Cash
TXN00017543,2024-06-29,ST048,CUST01264,P0214,3,1592,UPI
TXN00071552,2024-05-22,ST034,CUST05673,P0182,2,11762,UPI
TXN00022763,2024-05-29,ST003,CUST09547,P0127,3,1003,Debit Card
TXN00078331,2024-01-21,ST042,CUST01814,P0208,3,254,Debit Card
TXN00014655,2024-05-27,ST039,CUST09017,P0125,1,56,Debit Card
TXN00015276,2024-03-22,ST011,CUST03364,P0167,5,25076,Credit Card
TXN00060143,2024-02-11,ST028,CUST08746,P0257,4,43102,Cash
TXN00091523,2024-04-15,ST024,CUST09985,P0251,5,696,Cash
TXN00019003,2024-01-17,ST029,CUST05606,P0207,2,-3873,Cash
TXN00060138,2024-06-04,ST029,CUST07055,P0018,4,25654,Cash
TXN00057117,2024-05-18,ST033,CUST08994,P0020,3,1286,Debit Card
TXN00051219,2024-02-05,ST025,CUST07050,P0056,4,40975,Credit Card
TXN00039538,2024-04-21,ST029,CUST02604,P0183,3,380,Debit Card
TXN00089730,2024-01-29,ST037,CUST02704,P0177,3,1015,Cash
TXN00004828,2024-03-06,ST008,CUST02898,P0111,3,32089,Credit Card
TXN00054564,2024-04-14,ST004,CUST06943,P0470,4,27117,UPI
TXN00060039,2024-03-27,ST017,CUST02607,P0232,3,7194,Debit Card
TXN00053350,2024-06-07,ST008,CUST01600,P0355,2,4828,Credit Card
TXN00051361,2024-06-12,ST013,,P0388,4,1100,Credit Card
TXN00043446,2024-01-12,ST024,CUST03548,P0237,4,15324,UPI
TXN00024744,2024-04-27,ST022,CUST07976,P0281,1,32664,Credit Card
TXN00059727,2024-01-02,ST016,CUST07818,P0227,3,12725,Credit Card
TXN00074325,2024-01-30,ST016,CUST02384,P0458,2,2266,UPI
TXN00051156,2024-05-05,ST017,CUST08629,P0201,4,21404,UPI
TXN00092210,2024-04-09,ST008,CUST04845,P0150,2,1119,Debit Card
TXN00078841,2024-03-15,ST043,CUST00346,P0107,4,2765,Credit Card
TXN00089695,2024-03-24,ST026,CUST02010,P0452,4,3752,Debit Card
TXN00035593,2024-03-21,ST041,CUST09537,P0496,1,640,Cash
TXN00022356,2024-03-25,ST035,CUST09317,P0082,3,659,Credit Card
TXN00016355,2024-06-27,ST024,CUST04169,P0308,3,2867,Debit Card
TXN00046581,2024-05-17,ST043,CUST01455,P0313,3,8656,UPI
TXN00041335,2024-02-10,ST028,CUST09063,P0409,5,44312,Debit Card
TXN00064057,2024-04-14,ST026,CUST06455,P0127,2,1003,UPI
TXN00096457,2024-03-30,ST045,CUST08567,P0040,5,883,Cash
TXN00039728,2024-01-25,ST002,CUST04730,P0339,3,1042,Credit Card
TXN00024893,2024-04-11,ST009,CUST09245,P0130,2,3886,UPI
TXN00058866,2024-01-13,ST010,CUST08943,P0035,4,746,Cash
TXN00042659,2024-01-30,ST026,CUST06396,P0055,5,1208,Cash
TXN00023772,2024-04-13,ST022,CUST04821,P0360,5,1488,Debit Card
TXN00002717,2024-06-25,ST044,CUST03860,P0247,2,1191,UPI
TXN00024220,2024-05-14,ST002,CUST00182,P0379,5,17228,UPI
TXN00063543,2024-06-16,ST013,CUST00906,P0293,2,9831,UPI
TXN00056064,2024-05-11,ST027,CUST04068,P0236,5,2778,UPI
TXN00088713,2024-03-10,ST039,CUST00842,P0408,3,10902,Debit Card
TXN00050197,2024-03-10,ST040,CUST01494,P0114,5,1704,Debit Card
TXN00056721,2024-06-15,ST022,CUST05595,P0281,1,32664,UPI
TXN00087546,2024-04-09,ST043,CUST04655,P0138,1,1369,Credit Card
TXN00087102,2024-03-16,ST040,CUST00644,P0183,1,380,Debit Card
TXN00039251,2024-05-01,ST045,CUST06878,P0154,1,1332,Debit Card
TXN00010056,2024-03-25,ST014,CUST03250,P0345,2,13022,Debit Card
TXN00032818,2024-06-24,ST032,CUST00353,P0175,2,3160,UPI
TXN00060732,2024-05-22,ST032,CUST01608,P0122,1,4513,Debit Card
TXN00056079,2024-05-13,ST030,CUST06794,P0365,3,374,UPI
TXN00055697,2024-01-19,ST014,CUST06444,P0432,3,361,Debit Card
TXN00002704,2024-05-13,ST003,CUST09932,P0222,1,2119,Cash
TXN00070022,2024-02-19,ST001,CUST04957,P0190,1,2308,Debit Card
TXN00039317,2024-03-22,ST007,CUST09330,P0062,1,1931,Debit Card
TXN00068137,2024-03-16,ST042,CUST01995,P0300,4,584,Debit Card
TXN00086758,2024-03-04,ST004,CUST07943,P0145,3,20363,Credit Card
TXN00087013,2024-04-01,ST008,CUST03939,P0000,1,111,UPI
TXN00054765,2024-03-27,ST018,CUST04391,P0113,2,4162,UPI
TXN00068425,2024-04-14,ST024,CUST04562,P0233,3,16231,Credit Card
TXN00048428,2024-06-23,ST048,CUST00488,P0059,4,1447,UPI
TXN00090696,2024-04-23,ST024,CUST02044,P0493,3,8950,Cash
TXN00036126,2024-01-20,ST014,CUST06388,P0295,1,152,UPI
TXN00065108,2024-03-28,ST048,CUST07795,P0219,2,1785,Cash
TXN00060516,2024-06-09,ST018,CUST03141,P0470,1,27117,Cash
TXN00086142,2024-05-01,ST047,,P0120,4,3688,Credit Card
TXN00044377,2024-01-27,ST012,CUST00118,P0311,5,8682,Credit Card
TXN00022992,2024-01-01,ST026,CUST01200,P0443,1,1298,Cash
TXN00026970,2024-05-12,ST044,CUST09301,P0079,1,4675,Debit Card
TXN00069076,2024-05-11,ST000,CUST02178,P0223,4,2916,UPI
TXN00006417,2024-06-13,ST044,CUST07086,P0318,3,3595,Credit Card
TXN00009537,2024-05-14,ST045,CUST04680,P0000,1,111,Debit Card
TXN00000130,2024-03-23,ST013,CUST00020,P0429,5,318,Credit Card
TXN00025251,2024-06-23,ST017,CUST09368,P0381,2,746,Cash
TXN00027537,2024-03-14,ST038,CUST06972,P0052,1,261,UPI
TXN00093949,2024-01-21,ST022,CUST02611,P0108,2,42655,Debit Card
TXN00095989,2024-04-13,ST037,CUST00067,P0182,4,11762,UPI
TXN00086127,2024-06-12,ST018,CUST01964,P0146,4,7300,Debit Card
TXN00049953,2024-03-04,ST002,CUST05348,P0029,4,1149,Debit Card
TXN00028216,2024-02-15,ST030,CUST04252,P0163,5,959,Debit Card
TXN00078845,2024-04-23,ST005,CUST00340,P0073,3,1249,Cash
TXN00017973,2024-05-06,ST048,CUST03536,P0014,4,42417,UPI
TXN00012635,2024-02-15,ST007,CUST07211,P0028,2,553,Debit Card
TXN00079072,2024-05-02,ST004,CUST07694,P0284,2,2763,Debit Card
TXN00078472,2024-01-14,ST007,CUST05686,P0486,2,2290,UPI
TXN00026716,2024-01-30,ST047,CUST05874,P0218,5,444,Credit Card
TXN00020408,2024-04-30,ST015,CUST06249,P0037,5,845,Cash
TXN00025458,2024-02-04,ST033,CUST02920,P0001,2,1797,UPI
TXN00008009,2024-01-09,ST038,CUST02201,P0110,2,1407,Debit Card
TXN00077701,2024-05-28,ST007,CUST05127,P0362,3,4773,UPI
TXN00043287,2024-05-21,ST022,CUST06215,P0205,2,442,Credit Card
TXN00095198,2024-05-22,ST020,CUST01160,P0480,1,7518,UPI
TXN00040309,2024-06-26,ST049,CUST05780,P0043,5,1262,Debit Card
TXN00086268,2024-03-25,ST004,CUST09936,P0291,4,17479,Credit Card
TXN00055037,2024-01-25,ST022,CUST06263,P0422,2,6364,UPI
TXN00038945,2024-01-30,ST020,CUST09470,P0429,2,318,Cash
TXN00039810,2024-06-22,ST005,CUST05294,P0383,5,2907,Cash
TXN00006537,2024-06-07,ST037,CUST07962,P0277,4,4363,Cash
TXN00010795,2024-03-12,ST045,CUST08765,P0017,2,901,Cash
TXN00054263,2024-01-14,ST000,CUST07663,P0400,3,24095,UPI
TXN00078038,2024-06-15,ST026,CUST00833,P0306,3,9556,Debit Card
TXN00001229,2024-03-23,ST043,CUST01799,P0167,1,25076,Debit Card
TXN00019164,2024-05-20,ST049,CUST01910,P0203,5,861,Cash
TXN00067559,2024-05-15,ST043,CUST06553,P0157,3,566,UPI
TXN00087118,2024-06-09,ST010,CUST04067,P0409,3,44312,Debit Card
TXN00045144,2024-01-06,ST022,CUST00706,P0450,1,40338,Debit Card
TXN00086285,2024-06-27,ST029,CUST01145,P0117,3,9501,Debit Card
TXN00092500,2024-05-13,ST000,CUST06538,P0017,5,901,UPI
TXN00066745,2024-06-23,ST039,CUST06922,P0455,2,43440,Cash
TXN00025814,2024-05-31,ST026,CUST05884,P0329,3,806,UPI
TXN00026918,2024-05-22,ST037,CUST00518,P0402,1,2211,Cash
TXN00004807,2024-06-22,ST003,CUST06988,P0263,4,38944,Debit Card
TXN00063386,2024-04-14,ST013,CUST05959,P0260,3,331,UPI
TXN00018636,2024-04-14,ST026,CUST01232,P0168,1,5115,Debit Card
TXN00006609,2024-03-05,ST010,CUST03189,P0039,1,1562,UPI
TXN00057238,2024-04-02,ST047,CUST09547,P0357,5,546,Credit Card
TXN00099052,2024-03-29,ST008,CUST07253,P0045,2,1327,Cash
TXN00022139,2024-06-14,ST042,CUST00269,P0494,5,3336,Debit Card
TXN00083735,2024-06-11,ST023,CUST01557,P0300,2,584,Cash
TXN00072274,2025-04-03,ST006,CUST09218,P0126,5,8595,Debit Card
TXN00054178,2024-03-14,ST032,CUST05114,P0094,5,355,Debit Card
TXN00037961,2024-01-23,ST022,CUST08196,P0147,2,4675,Credit Card
TXN00028807,2024-06-08,ST042,CUST06160,P0351,1,4984,Cash
TXN00089333,2024-05-15,ST004,CUST09089,P0367,1,3138,Debit Card
TXN00025493,2024-03-24,ST025,CUST03566,P0337,4,3860,Debit Card
TXN00013811,2024-01-03,ST000,CUST00295,P0379,4,17228,Cash
TXN00033660,2024-03-13,ST020,CUST00172,P0259,2,20056,Cash
TXN00031664,2024-06-04,ST000,CUST01241,P0027,2,166,Cash
TXN00054120,2024-05-14,ST042,CUST03413,P0445,3,9997,UPI
TXN00027219,2024-06-23,ST036,CUST01306,P0293,3,9831,Cash
TXN00081264,2024-04-07,ST030,CUST05679,P0189,1,1003,Credit Card
TXN00065765,2024-01-28,ST034,CUST06183,P0441,3,1492,Cash
TXN00074271,2024-03-03,ST029,CUST05329,P0208,4,254,UPI
TXN00046912,2024-05-16,ST035,CUST09712,P0180,5,4029,Credit Card
TXN00036025,2024-03-23,ST044,CUST09431,P0203,5,861,UPI
TXN00050694,2024-03-30,ST030,CUST03432,P0008,3,4549,Cash
TXN00059714,2024-01-27,ST046,CUST01805,P0438,1,1735,Debit Card
TXN00038728,2024-04-17,ST018,CUST00401,P0002,2,8084,Cash
TXN00046029,2024-04-21,ST028,CUST07349,P0157,5,566,Credit Card
TXN00052291,2024-06-22,ST028,CUST00747,P0407,5,1658,UPI
TXN00091505,2024-03-10,ST048,CUST00607,P0330,5,28999,Debit Card
TXN00097360,2024-03-24,ST037,CUST00724,P0176,3,27029,UPI
TXN00052317,2024-03-29,ST003,CUST01698,P0497,3,1585,Cash
TXN00097173,2024-01-04,ST039,CUST08895,P0319,3,1353,Cash
TXN00080501,2024-05-04,ST009,CUST00964,P0183,2,380,Credit Card
TXN00021327,2024-06-10,ST016,CUST06735,P0464,2,2257,Credit Card
TXN00086331,2024-02-29,ST033,CUST03420,P0341,3,45920,Credit Card
TXN00014887,2024-01-16,ST034,CUST01617,P0355,4,4828,UPI
TXN00045516,2024-05-26,ST009,CUST04408,P0486,1,2290,Debit Card
TXN00053198,2024-05-20,ST006,CUST08232,P0033,4,2615,Credit Card
TXN00094497,2024-02-04,ST018,CUST04208,P0450,4,40338,Credit Card
TXN00093392,2024-02-23,ST028,CUST01118,P0255,1,819,Cash
TXN00097192,2024-04-14,ST035,CUST02908,P0178,1,4862,Debit Card
TXN00073132,2024-06-15,ST046,CUST08196,P0232,4,7194,Cash
TXN00032347,2024-01-30,ST005,CUST00728,P0250,1,4146,Debit Card
TXN00050339,2024-06-26,ST037,CUST03542,P0020,3,1286,Credit Card
TXN00081266,2024-02-01,ST003,CUST08382,P0450,3,40338,UPI
TXN00019477,2024-01-10,ST011,CUST08912,P0043,3,1262,UPI
TXN00032881,2024-01-24,ST013,CUST01155,P0199,1,1941,Cash
TXN00088940,2024-05-19,ST025,CUST01710,P0130,1,3886,Debit Card
TXN00005425,2024-04-09,ST040,CUST03570,P0030,5,5807,Cash
TXN00081716,2024-03-29,ST019,CUST02244,P0498,1,12590,Cash
TXN00071768,2024-05-16,ST040,CUST07506,P0199,5,1941,Credit Card
TXN00094618,2024-05-14,ST015,CUST04948,P0333,3,41211,UPI
TXN00098320,2024-01-09,ST013,CUST04043,P0461,4,20737,UPI
TXN00070066,2024-05-07,ST033,CUST06267,P0426,5,5699,Debit Card
TXN00061515,2024-03-22,ST010,CUST04236,P0258,5,13308,Credit Card
TXN00034895,2024-01-02,ST039,CUST00429,P0249,3,7961,Debit Card
TXN00089559,2024-04-26,ST046,CUST08356,P0238,2,1099,Credit Card
TXN00049971,2024-06-30,ST023,CUST00469,P0460,1,402,Debit Card
TXN00013456,2024-01-05,ST049,CUST08520,P0062,4,1931,Credit Card
TXN00030969,2024-02-11,ST039,CUST04963,P0173,1,29898,Credit Card
TXN00086957,2024-05-23,ST013,CUST04249,P0432,3,361,UPI
TXN00026517,2024-06-25,ST024,CUST07574,P0320,5,231,Cash
TXN00017963,2024-03-16,ST004,CUST06913,P0220,3,870,Debit Card
TXN00098702,2024-01-17,ST010,CUST05682,P0488,1,778,Cash
TXN00099481,2024-06-06,ST046,CUST04289,P0282,5,264,Cash
TXN00049598,2024-05-11,ST016,CUST02300,P0029,4,1149,Credit Card
TXN00015880,2024-01-07,ST008,CUST04683,P0433,4,1172,Credit Card
TXN00038468,2024-06-23,ST041,CUST06289,P0032,1,24674,UPI
TXN00058417,2024-04-13,ST016,CUST01339,P0484,3,25996,Debit Card
TXN00097642,2024-04-24,ST014,CUST06063,P0492,2,322,UPI
TXN00079884,2024-05-18,ST015,CUST02032,P0044,1,4800,Cash
TXN00079493,2024-03-04,ST019,CUST04620,P0452,2,3752,Debit Card
TXN00047373,2024-02-13,ST034,CUST07016,P0498,1,12590,UPI
TXN00051603,2024-03-14,ST010,CUST09214,P0428,3,6926,Credit Card
TXN00063116,2024-03-19,ST038,CUST06549,P0167,3,25076,Credit Card
TXN00032073,2024-06-21,ST023,CUST08871,P0203,3,861,UPI
TXN00061779,2024-01-21,ST020,CUST09682,P0337,1,3860,Credit Card
TXN00040719,2024-03-20,ST016,CUST02896,P0221,1,2104,UPI
TXN00089848,2024-04-07,ST005,CUST03425,P0381,1,746,UPI
TXN00096315,2024-02-11,ST033,CUST04808,P0217,4,143,Credit Card
TXN00019446,2024-06-16,ST034,CUST00080,P0123,2,5487,Debit Card
TXN00026910,2024-05-26,ST044,CUST02916,P0360,1,1488,Cash
TXN00055130,2024-02-29,ST000,CUST07251,P0150,5,1119,Cash
TXN00068751,2024-04-10,ST000,,P0392,5,544,Credit Card
TXN00069662,2024-06-22,ST007,CUST03734,P0267,1,1342,Credit Card
TXN00099291,2024-06-05,ST036,CUST05564,P0013,4,4081,Cash
TXN00011472,2024-06-30,ST032,CUST09714,P0297,5,826,UPI
TXN00098268,2024-02-10,ST000,CUST00468,P0294,1,167,Debit Card
TXN00094072,2024-03-27,ST028,CUST01480,P0055,2,1208,UPI
TXN00053957,2024-02-14,ST005,CUST02959,P0342,3,478,UPI
TXN00028386,2024-04-27,ST012,CUST03394,P0119,5,1695,UPI
TXN00048813,2024-04-07,ST041,CUST05439,P0046,1,28758,UPI
TXN00026642,2024-06-22,ST028,CUST09760,P0107,5,2765,Debit Card
TXN00098823,2024-01-05,ST016,CUST00672,P0160,5,106,Debit Card
TXN00070805,2024-02-24,ST048,CUST09110,P0082,1,659,Credit Card
TXN00062152,2024-06-04,ST001,CUST09391,P0384,3,690,Debit Card
TXN00008923,2024-05-26,ST039,CUST05845,P0444,5,324,UPI
TXN00085181,2024-05-15,ST029,CUST00539,P0360,4,1488,Debit Card
TXN00047465,2024-04-10,ST018,CUST06497,P0135,4,9676,UPI
TXN00052003,2024-02-22,ST011,CUST08230,P0254,5,3824,Debit Card
TXN00000885,2024-02-07,ST029,CUST06831,P0288,5,6988,Debit Card
TXN00048012,2024-03-27,ST047,CUST03993,P0498,1,12590,Cash
TXN00028481,2024-06-23,ST014,CUST06440,P0449,4,687,UPI
TXN00031962,2024-05-10,ST014,CUST00053,P0019,1,2396,Debit Card
TXN00080408,2024-04-07,ST008,CUST07666,P0051,3,534,Credit Card
TXN00019791,2024-03-31,ST032,CUST05040,P0057,3,1218,Debit Card
TXN00051250,2024-05-26,ST003,CUST07493,P0494,2,3336,UPI
TXN00099891,2024-04-05,ST036,CUST02547,P0177,4,1015,Cash
TXN00001686,2024-06-15,ST033,CUST07930,P0276,4,33031,UPI
TXN00032287,2024-05-02,ST040,CUST05424,P0462,2,5505,UPI
TXN00096195,2024-03-28,ST009,CUST03341,P0019,2,2396,Debit Card
TXN00064678,2024-04-23,ST040,CUST02306,P0151,5,1462,Credit Card
TXN00065041,2024-04-29,ST017,CUST01753,P0453,2,1077,UPI
TXN00011172,2024-06-19,ST000,CUST09453,P0422,5,6364,Credit Card
TXN00025116,2024-01-02,ST045,CUST01888,P0348,1,-1183,Cash
TXN00024869,2024-06-28,ST044,CUST05180,P0207,2,3873,UPI
TXN00062180,2024-02-08,ST019,CUST08749,P0146,4,7300,Debit Card
TXN00000085,2024-03-09,ST020,CUST06913,P0277,5,4363,Credit Card
TXN00091522,2024-03-28,ST043,CUST05684,P0145,4,20363,Cash
TXN00056044,2024-03-23,ST028,CUST09271,P0348,4,1183,Credit Card
TXN00080604,2024-04-06,ST021,CUST02257,P0244,5,1311,Cash
TXN00084512,2024-03-05,ST027,CUST07610,P0324,1,7188,Debit Card
TXN00056612,2024-04-11,ST015,CUST09717,P0263,1,38944,Credit Card
TXN00024570,2024-01-14,ST010,CUST05468,P0304,2,1205,Debit Card
TXN00061258,2024-01-05,ST015,CUST05577,P0356,5,31195,UPI
TXN00028360,2024-04-12,ST032,CUST08440,P0168,1,5115,UPI
TXN00064359,2024-02-22,ST012,CUST02098,P0325,1,351,UPI
TXN00093369,2024-02-13,ST003,CUST07672,P0392,1,544,Cash
TXN00056673,2024-03-01,ST013,CUST05890,P0238,4,1099,UPI
TXN00011184,2024-04-23,ST040,CUST03441,P0086,5,4457,Cash
TXN00096686,2024-03-13,ST039,CUST06915,P0260,3,331,Credit Card
TXN00075488,2024-01-23,ST009,CUST03133,P0083,2,484,Credit Card
TXN00099915,2024-04-14,ST021,CUST05905,P0277,4,4363,Credit Card
TXN00081020,2024-06-06,ST028,CUST05676,P0065,2,13971,UPI
TXN00061198,2024-01-27,ST046,CUST01652,P0225,2,4696,Debit Card
TXN00015612,2024-02-26,ST039,CUST02059,P0142,1,378,Cash
TXN00000732,2024-04-21,ST049,CUST01821,P0126,1,8595,Debit Card
TXN00020921,2024-04-28,ST042,CUST02697,P0388,2,1100,Credit Card
TXN00051442,2024-06-17,ST040,,P0182,3,11762,Credit Card
TXN00004822,2024-03-20,ST048,CUST02089,P0032,4,24674,Credit Card
TXN00029164,2024-02-29,ST002,CUST08287,P0214,5,1592,Cash
TXN00066028,2024-03-16,ST025,CUST00772,P0058,2,1906,UPI
TXN00082544,2024-04-30,ST002,CUST04187,P0198,5,1265,Debit Card
TXN00022603,2024-05-16,ST038,CUST06855,P0084,2,9971,Debit Card
TXN00056216,2024-02-22,ST008,CUST07064,P0064,4,601,Credit Card
TXN00054796,2024-02-20,ST017,CUST05519,P0260,4,331,Cash
TXN00098226,2024-04-21,ST011,CUST05462,P0029,5,1149,UPI
TXN00007765,2024-04-14,ST033,CUST09500,P0367,2,3138,Credit Card
TXN00009360,2024-04-02,ST027,CUST02666,P0427,5,2209,UPI
TXN00056757,2024-04-06,ST008,CUST06014,P0264,5,4915,Debit Card
TXN00028060,2024-03-09,ST027,CUST06061,P0213,2,1964,Credit Card
TXN00066512,2024-04-29,ST009,CUST08742,P0092,1,689,UPI
TXN00009844,2024-01-25,ST009,CUST04651,P0356,1,31195,Credit Card
TXN00078480,2024-06-14,ST032,CUST03639,P0157,5,566,Credit Card
TXN00096063,2024-03-03,ST020,CUST06809,P0216,2,11390,Cash
TXN00055372,2024-03-09,ST020,CUST00096,P0375,5,3566,Debit Card
TXN00033748,2024-03-05,ST048,CUST07440,P0484,3,25996,Cash
TXN00050255,2024-04-20,ST027,CUST06253,P0267,1,1342,Cash
TXN00073619,2024-04-12,ST029,CUST09710,P0177,3,1015,UPI
TXN00036872,2024-02-22,ST010,CUST08159,P0041,4,6713,Credit Card
TXN00012354,2024-04-05,ST047,CUST01545,P0098,3,4132,Credit Card
TXN00034743,2024-04-05,ST046,CUST05115,P0454,4,1766,Debit Card
TXN00067029,2024-04-02,ST006,CUST05675,P0391,1,1392,Credit Card
TXN00051810,2024-05-17,ST017,CUST05819,P0027,4,166,Debit Card
TXN00026314,2024-05-30,ST026,CUST03049,P0326,2,3883,UPI
TXN00059763,2024-01-01,ST006,CUST03094,P0454,3,1766,UPI
TXN00053328,2024-01-07,ST033,CUST00503,P0105,5,49831,Cash
TXN00005146,2024-04-18,ST027,CUST04559,P0198,3,1265,Debit Card
TXN00002342,2024-01-18,ST038,CUST00618,P0063,5,2523,Debit Card
TXN00011933,2024-02-04,ST026,CUST01046,P0140,3,2757,Credit Card
TXN00071241,2024-06-11,ST037,CUST06521,P0469,3,29040,Credit Card
TXN00040621,2024-02-14,ST034,CUST05222,P0240,1,33483,Credit Card
TXN00062563,2024-05-04,ST044,CUST07028,P0210,5,569,Credit Card
TXN00043312,2024-01-22,ST011,CUST00646,P0190,5,2308,Debit Card
TXN00021813,2024-01-07,ST041,CUST04322,P0084,3,9971,UPI
TXN00056969,2024-04-14,ST049,CUST08476,P0460,4,402,Credit Card
TXN00038244,2024-05-08,ST030,CUST03462,P0320,2,231,Cash
TXN00050397,2024-02-22,ST004,CUST07851,P0412,3,198,UPI
TXN00079275,2024-04-05,ST034,CUST05646,P0450,5,40338,Debit Card
TXN00098215,2024-03-01,ST037,CUST02791,P0394,3,465,Debit Card
TXN00090691,2024-06-26,ST041,CUST01825,P0208,1,254,UPI
TXN00086575,2024-05-22,ST045,CUST05167,P0233,2,16231,UPI
TXN00030194,2024-04-18,ST031,CUST06598,P0170,2,3792,UPI
TXN00017017,2024-01-20,ST035,CUST06605,P0168,5,5115,Cash
TXN00095605,2024-05-01,ST030,CUST07659,P0463,3,741,Credit Card
TXN00067879,2024-05-30,ST002,CUST03374,P0086,1,4457,Cash
TXN00064776,2024-06-24,ST008,CUST06005,P0120,1,3688,UPI
TXN00081962,2024-05-11,ST035,CUST07474,P0281,1,32664,UPI
TXN00037855,2024-05-26,ST006,CUST02431,P0418,4,821,Cash
TXN00023050,2024-05-08,ST038,CUST07788,P0284,5,2763,Debit Card
TXN00065199,2024-04-21,ST025,CUST02963,P0457,3,1897,Credit Card
TXN00092827,2024-02-16,ST009,CUST07875,P0491,4,4073,UPI
TXN00057720,2024-04-12,ST014,CUST02557,P0436,2,9148,Debit Card
TXN00087586,2024-06-27,ST008,CUST04269,P0237,1,15324,Cash
TXN00091875,2024-06-09,ST019,CUST06389,P0212,3,32990,Cash
TXN00088087,2024-05-04,ST034,CUST00679,P0245,5,775,Cash
TXN00075362,2024-05-30,ST017,CUST05138,P0299,4,1591,UPI
TXN00027723,2024-03-01,ST046,CUST09839,P0171,3,1257,Credit Card
TXN00013205,2024-06-13,ST029,CUST02462,P0162,1,1623,Credit Card
TXN00054821,2024-06-01,ST045,CUST08228,P0107,3,2765,Debit Card
TXN00052480,2024-04-30,ST032,CUST01337,P0139,2,4181,Credit Card
TXN00093515,2024-03-26,ST016,CUST09000,P0378,2,1824,Cash
TXN00009511,2024-04-05,ST005,CUST01475,P0480,1,7518,Debit Card
TXN00054308,2024-06-26,ST021,CUST02394,P0327,1,2707,Debit Card
TXN00019553,2024-03-25,ST037,CUST06568,P0463,1,741,UPI
TXN00030788,2024-03-02,ST003,CUST06385,P0205,3,442,Debit Card
TXN00066902,2024-05-09,ST013,CUST08639,P0085,3,986,UPI
TXN00067801,2024-02-25,ST034,CUST04392,P0447,1,13072,Credit Card
TXN00021926,2024-01-11,ST031,CUST09872,P0110,1,1407,Debit Card
TXN00015229,2024-06-08,ST010,CUST07751,P0302,1,402,Credit Card
TXN00092813,2024-05-24,ST014,CUST03292,P0345,2,13022,Debit Card
TXN00075957,2024-02-02,ST014,CUST02251,P0387,1,5584,Cash
TXN00059279,2024-04-14,ST007,CUST04912,P0408,5,10902,Debit Card
TXN00084353,2024-05-08,ST045,CUST08224,P0299,4,1591,UPI
TXN00002296,2024-02-16,ST028,CUST06339,P0345,2,13022,Credit Card
TXN00091162,2024-05-14,ST039,CUST06538,P0192,5,248,Credit Card
TXN00014266,2024-06-20,ST045,CUST07136,P0110,5,1407,Debit Card
TXN00039091,2024-01-15,ST048,CUST01222,P0464,2,2257,UPI
TXN00049922,2024-01-01,ST024,,P0165,2,36524,UPI
TXN00092087,2024-03-12,ST040,CUST09530,P0362,3,4773,Credit Card
TXN00064522,2024-04-13,ST038,CUST03394,P0337,4,3860,UPI
TXN00085677,2024-04-20,ST017,CUST02968,P0494,5,3336,Cash
TXN00043748,2024-06-17,ST037,CUST00632,P0388,3,1100,UPI
TXN00063522,2024-04-15,ST011,CUST00531,P0389,3,1186,Cash
TXN00008820,2024-01-18,ST046,CUST06736,P0078,3,1537,Credit Card
TXN00003951,2024-05-27,ST027,CUST05814,P0439,5,345,Debit Card
TXN00071753,2024-03-03,ST008,CUST05651,P0304,4,1205,Cash
TXN00034470,2024-06-02,ST000,CUST01779,P0405,2,745,Debit Card
TXN00048634,2024-06-16,ST034,CUST02686,P0238,4,1099,Cash
TXN00039955,2024-04-11,ST035,CUST00487,P0180,2,4029,Debit Card
TXN00016224,2024-01-10,ST003,CUST08855,P0265,1,1535,UPI
TXN00073764,2024-03-06,ST013,CUST06526,P0266,4,915,Credit Card
TXN00041767,2024-01-01,ST005,CUST01441,P0436,3,9148,UPI
TXN00018096,2024-01-08,ST017,CUST09908,P0323,2,407,Credit Card
